***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Relatorio das geracoes para cada recursao.
  
------;------;------;-------;--------;-----;--------------;-------------;
      ;      ;      ;       ;  TIPO  ;     ;              ;             ;
 IPER ; ITER ; IDES ; VOLTA ; USINA  ; NUM ;     Nome     ;   Geracao   ;
------;------;------;-------;--------;-----;--------------;-------------;
    4 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    5 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    5 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     292.577 ;
    5 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    5 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    5 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    5 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    5 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    5 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    5 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    5 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    5 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.353 ;
    5 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     287.738 ;
    5 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     158.970 ;
    5 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     306.909 ;
    5 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    5 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    5 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    5 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    5 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    6 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    6 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     292.366 ;
    6 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    6 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    6 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    6 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    6 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    6 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     131.082 ;
    6 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     263.542 ;
    6 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     209.255 ;
    6 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.407 ;
    6 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     739.103 ;
    6 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     345.829 ;
    6 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     422.848 ;
    6 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    6 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    6 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    6 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    6 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    7 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    7 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     292.155 ;
    7 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    7 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    7 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    7 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    7 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    7 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     130.770 ;
    7 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     263.285 ;
    7 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     209.100 ;
    7 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.461 ;
    7 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     739.667 ;
    7 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     346.050 ;
    7 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     422.945 ;
    7 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    7 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    7 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    7 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    7 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    8 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    8 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     291.943 ;
    8 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    8 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    8 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    8 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    8 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    8 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    8 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;      98.457 ;
    8 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     156.461 ;
    8 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.515 ;
    8 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     550.786 ;
    8 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    8 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     307.090 ;
    8 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    8 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    8 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    8 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    8 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    9 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    9 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     291.732 ;
    9 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    9 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    9 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    9 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    9 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    9 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    9 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    9 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;      51.230 ;
    9 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.569 ;
    9 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     550.802 ;
    9 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    9 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     307.150 ;
    9 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    9 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    9 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    9 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    9 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   10 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   10 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     291.521 ;
   10 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   10 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   10 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
   10 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
   10 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
   10 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
   10 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     291.369 ;
   10 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     237.540 ;
   10 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.623 ;
   10 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     621.192 ;
   10 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     298.313 ;
   10 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     307.212 ;
   10 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
   10 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   10 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   10 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   10 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   11 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   11 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     291.310 ;
   11 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   11 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   11 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
   11 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
   11 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
   11 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
   11 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     291.659 ;
   11 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     190.444 ;
   11 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.677 ;
   11 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     550.840 ;
   11 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
   11 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     307.216 ;
   11 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
   11 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   11 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   11 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   11 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   12 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      91.370 ;
   12 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     301.540 ;
   12 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     655.866 ;
   12 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.729 ;
   12 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      69.099 ;
   12 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     103.657 ;
   12 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      31.109 ;
   12 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     374.347 ;
   12 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   12 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   12 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.731 ;
   12 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;    1062.683 ;
   12 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     477.570 ;
   12 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     855.000 ;
   12 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
   12 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   12 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   12 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   12 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   13 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   13 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     290.885 ;
   13 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   13 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   13 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
   13 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
   13 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
   13 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     152.175 ;
   13 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     368.213 ;
   13 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     260.592 ;
   13 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.785 ;
   13 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     757.376 ;
   13 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     353.285 ;
   13 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     313.481 ;
   13 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     500.000 ;
   13 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   13 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   13 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   13 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   14 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   14 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     290.674 ;
   14 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   14 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   14 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   14 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   14 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   14 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     242.570 ;
   14 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     439.676 ;
   14 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     283.851 ;
   14 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.839 ;
   14 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     914.709 ;
   14 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     418.334 ;
   14 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     607.657 ;
   14 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   14 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   14 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   14 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   14 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   15 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   15 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     290.463 ;
   15 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   15 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   15 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   15 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   15 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   15 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     215.547 ;
   15 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     397.646 ;
   15 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     291.650 ;
   15 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.893 ;
   15 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     891.543 ;
   15 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     408.743 ;
   15 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     554.077 ;
   15 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   15 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   15 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   15 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   15 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   16 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   16 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     290.251 ;
   16 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   16 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   16 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   16 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   16 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   16 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     267.700 ;
   16 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     437.794 ;
   16 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     316.557 ;
   16 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.947 ;
   16 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     934.465 ;
   16 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     426.481 ;
   16 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     656.701 ;
   16 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   16 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   16 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   16 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   16 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   17 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   17 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     290.040 ;
   17 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   17 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   17 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   17 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   17 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   17 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     295.821 ;
   17 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     458.932 ;
   17 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     329.670 ;
   17 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.001 ;
   17 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     955.931 ;
   17 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     435.345 ;
   17 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     711.307 ;
   17 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   17 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   17 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   17 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   17 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   18 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   18 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     289.829 ;
   18 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   18 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   18 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       8.787 ;
   18 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      47.971 ;
   18 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.738 ;
   18 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     299.347 ;
   18 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     458.840 ;
   18 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     329.612 ;
   18 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.055 ;
   18 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     949.073 ;
   18 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     432.497 ;
   18 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     713.917 ;
   18 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   18 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
   18 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   18 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   18 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   19 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   19 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     299.411 ;
   19 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     654.532 ;
   19 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     183.378 ;
   19 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;      69.172 ;
   19 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;     103.670 ;
   19 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      31.113 ;
   19 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;     247.081 ;
   19 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     495.097 ;
   19 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     352.106 ;
   19 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     348.109 ;
   19 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     963.777 ;
   19 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   19 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     855.000 ;
   19 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   19 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      66.614 ;
   19 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   19 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
