***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Relatorio das geracoes para cada recursao.
  
------;------;------;-------;--------;-----;--------------;-------------;
      ;      ;      ;       ;  TIPO  ;     ;              ;             ;
 IPER ; ITER ; IDES ; VOLTA ; USINA  ; NUM ;     Nome     ;   Geracao   ;
------;------;------;-------;--------;-----;--------------;-------------;
   13 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   14 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   14 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     290.676 ;
   14 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   14 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   14 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   14 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   14 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   14 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     250.928 ;
   14 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   14 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     391.820 ;
   14 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     355.990 ;
   14 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     963.648 ;
   14 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   14 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     343.683 ;
   14 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   14 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   14 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   14 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   14 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   15 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   15 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     290.465 ;
   15 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   15 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   15 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   15 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   15 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   15 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     153.888 ;
   15 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   15 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     330.898 ;
   15 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.024 ;
   15 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     963.676 ;
   15 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   15 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     354.046 ;
   15 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   15 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   15 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   15 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   15 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   16 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   16 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     290.254 ;
   16 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   16 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   16 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;       6.993 ;
   16 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      46.412 ;
   16 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.281 ;
   16 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     393.609 ;
   16 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   16 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     361.367 ;
   16 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.057 ;
   16 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     963.706 ;
   16 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   16 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     364.338 ;
   16 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   16 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   16 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   16 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   16 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   17 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   17 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     290.042 ;
   17 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   17 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   17 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      10.061 ;
   17 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      49.078 ;
   17 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.063 ;
   17 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     436.117 ;
   17 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   17 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     361.368 ;
   17 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.091 ;
   17 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     963.749 ;
   17 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   17 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     462.598 ;
   17 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   17 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   17 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   17 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   17 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   18 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   18 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     289.831 ;
   18 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   18 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   18 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      10.117 ;
   18 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      49.126 ;
   18 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.078 ;
   18 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     436.569 ;
   18 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   18 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     361.368 ;
   18 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.124 ;
   18 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     963.794 ;
   18 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     438.565 ;
   18 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     462.094 ;
   18 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   18 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   18 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   18 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   18 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   19 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   19 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     289.620 ;
   19 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   19 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   19 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      10.172 ;
   19 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      49.174 ;
   19 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.092 ;
   19 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     437.021 ;
   19 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   19 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     361.368 ;
   19 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.157 ;
   19 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;     995.286 ;
   19 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     450.941 ;
   19 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     820.510 ;
   19 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   19 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   19 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   19 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   19 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   20 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   20 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     289.409 ;
   20 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   20 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   20 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      10.228 ;
   20 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      49.223 ;
   20 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.106 ;
   20 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     437.472 ;
   20 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   20 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     386.360 ;
   20 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.191 ;
   20 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;    1226.305 ;
   20 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     541.846 ;
   20 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     944.850 ;
   20 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   20 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   20 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   20 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   20 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   21 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   21 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     335.023 ;
   21 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     728.808 ;
   21 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     203.059 ;
   21 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      70.514 ;
   21 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;     104.910 ;
   21 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      31.477 ;
   21 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     714.686 ;
   21 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   21 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   21 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.224 ;
   21 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;    1514.395 ;
   21 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     658.000 ;
   21 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;    1383.535 ;
   21 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   21 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   21 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   21 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   21 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   22 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   22 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     340.565 ;
   22 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     740.625 ;
   22 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     206.225 ;
   22 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      70.513 ;
   22 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;     104.910 ;
   22 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      31.477 ;
   22 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     714.687 ;
   22 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   22 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   22 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.258 ;
   22 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;    1488.421 ;
   22 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     647.524 ;
   22 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;    1270.319 ;
   22 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   22 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   22 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   22 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   22 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   23 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   23 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     288.684 ;
   23 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   23 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   23 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      27.417 ;
   23 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      64.817 ;
   23 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      19.685 ;
   23 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     649.513 ;
   23 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   23 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     408.000 ;
   23 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.291 ;
   23 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;    1227.031 ;
   23 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     542.118 ;
   23 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;    1275.536 ;
   23 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;      -0.000 ;
   23 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   23 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   23 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   23 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
   24 ;    1 ;    F ;     0 ;    H   ;   6 ; FURNAS       ;      70.800 ;
   24 ;    1 ;    F ;     0 ;    H   ;   7 ; M. DE MORAES ;     288.473 ;
   24 ;    1 ;    F ;     0 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
   24 ;    1 ;    F ;     0 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
   24 ;    1 ;    F ;     0 ;    H   ;  14 ; CACONDE      ;      10.309 ;
   24 ;    1 ;    F ;     0 ;    H   ;  15 ; E. DA CUNHA  ;      49.294 ;
   24 ;    1 ;    F ;     0 ;    H   ;  16 ; A.S.OLIVEIRA ;      15.127 ;
   24 ;    1 ;    F ;     0 ;    H   ;  24 ; EMBORCACAO   ;     438.031 ;
   24 ;    1 ;    F ;     0 ;    H   ;  25 ; NOVA PONTE   ;     510.000 ;
   24 ;    1 ;    F ;     0 ;    H   ;  26 ; MIRANDA      ;     195.916 ;
   24 ;    1 ;    F ;     0 ;    H   ;  30 ; CORUMBA I    ;     356.325 ;
   24 ;    1 ;    F ;     0 ;    H   ;  31 ; ITUMBIARA    ;    1227.300 ;
   24 ;    1 ;    F ;     0 ;    H   ;  32 ; CACH.DOURADA ;     542.219 ;
   24 ;    1 ;    F ;     0 ;    H   ;  33 ; SAO SIMAO    ;     852.266 ;
   24 ;    1 ;    F ;     0 ;    T   ;   1 ; ANGRA 1      ;       0.000 ;
   24 ;    1 ;    F ;     0 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
   24 ;    1 ;    F ;     0 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
   24 ;    1 ;    F ;     0 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
   24 ;    1 ;    F ;     0 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    1 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    1 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     293.422 ;
    1 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    1 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    1 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    1 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    1 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    1 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      77.539 ;
    1 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     188.799 ;
    1 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     194.665 ;
    1 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.136 ;
    1 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     683.731 ;
    1 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     323.567 ;
    1 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     334.067 ;
    1 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    1 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;       0.000 ;
    1 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    1 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    1 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    2 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    2 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     293.211 ;
    2 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    2 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    2 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    2 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    2 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    2 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    2 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;     163.058 ;
    2 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;     259.247 ;
    2 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.190 ;
    2 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     550.677 ;
    2 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     269.970 ;
    2 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     306.744 ;
    2 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    2 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    2 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    2 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    2 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    3 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    3 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     293.000 ;
    3 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    3 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    3 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    3 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    3 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    3 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    3 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    3 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    3 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.245 ;
    3 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     479.452 ;
    3 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     239.646 ;
    3 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     306.803 ;
    3 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    3 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    3 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    3 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
    3 ;    1 ;    F ;     1 ;    T   ;   4 ; ST.CRUZ 34   ;     220.000 ;
    4 ;    1 ;    F ;     1 ;    H   ;   6 ; FURNAS       ;      70.800 ;
    4 ;    1 ;    F ;     1 ;    H   ;   7 ; M. DE MORAES ;     292.788 ;
    4 ;    1 ;    F ;     1 ;    H   ;   8 ; ESTREITO     ;     634.253 ;
    4 ;    1 ;    F ;     1 ;    H   ;  10 ; IGARAPAVA    ;     178.028 ;
    4 ;    1 ;    F ;     1 ;    H   ;  14 ; CACONDE      ;       6.478 ;
    4 ;    1 ;    F ;     1 ;    H   ;  15 ; E. DA CUNHA  ;      45.965 ;
    4 ;    1 ;    F ;     1 ;    H   ;  16 ; A.S.OLIVEIRA ;      14.144 ;
    4 ;    1 ;    F ;     1 ;    H   ;  24 ; EMBORCACAO   ;      55.383 ;
    4 ;    1 ;    F ;     1 ;    H   ;  25 ; NOVA PONTE   ;      41.021 ;
    4 ;    1 ;    F ;     1 ;    H   ;  26 ; MIRANDA      ;      26.441 ;
    4 ;    1 ;    F ;     1 ;    H   ;  30 ; CORUMBA I    ;     347.299 ;
    4 ;    1 ;    F ;     1 ;    H   ;  31 ; ITUMBIARA    ;     477.047 ;
    4 ;    1 ;    F ;     1 ;    H   ;  32 ; CACH.DOURADA ;     238.634 ;
    4 ;    1 ;    F ;     1 ;    H   ;  33 ; SAO SIMAO    ;     306.858 ;
    4 ;    1 ;    F ;     1 ;    T   ;   1 ; ANGRA 1      ;     657.000 ;
    4 ;    1 ;    F ;     1 ;    T   ;   2 ; IGARAPE      ;      -0.000 ;
    4 ;    1 ;    F ;     1 ;    T   ;   3 ; ST.CRUZ 12   ;      84.000 ;
    4 ;    1 ;    F ;     1 ;    T   ;  50 ; PIRAT.12 G   ;     200.000 ;
