-----;--------;------;---------------;--------;--------;----------;--------;---------;----------;---------;---------;-----;----------------;
   7 ; USIH   ;    16; A.S.OLIVEIRA  ;    7   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    24; EMBORCACAO    ;    7   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    25; NOVA PONTE    ;    7   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    26; MIRANDA       ;    7   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    30; CORUMBA I     ;    7   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    31; ITUMBIARA     ;    7   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    32; CACH.DOURADA  ;    7   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
   7 ; USIH   ;    33; SAO SIMAO     ;    7   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIT   ;     1; ANGRA 1       ;    8   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
   8 ; USIT   ;     2; IGARAPE       ;    8   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
   8 ; USIT   ;     3; ST.CRUZ 12    ;    8   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
   8 ; USIT   ;    50; PIRAT.12 G    ;    8   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
   8 ; USIT   ;     4; ST.CRUZ 34    ;    8   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
   8 ; USIH   ;     6; FURNAS        ;    8   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;     7; M. DE MORAES  ;    8   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;     8; ESTREITO      ;    8   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    10; IGARAPAVA     ;    8   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    14; CACONDE       ;    8   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    15; E. DA CUNHA   ;    8   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    16; A.S.OLIVEIRA  ;    8   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    24; EMBORCACAO    ;    8   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    25; NOVA PONTE    ;    8   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    26; MIRANDA       ;    8   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    30; CORUMBA I     ;    8   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    31; ITUMBIARA     ;    8   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    32; CACH.DOURADA  ;    8   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
   8 ; USIH   ;    33; SAO SIMAO     ;    8   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIT   ;     1; ANGRA 1       ;    9   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
   9 ; USIT   ;     2; IGARAPE       ;    9   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
   9 ; USIT   ;     3; ST.CRUZ 12    ;    9   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
   9 ; USIT   ;    50; PIRAT.12 G    ;    9   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
   9 ; USIT   ;     4; ST.CRUZ 34    ;    9   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
   9 ; USIH   ;     6; FURNAS        ;    9   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;     7; M. DE MORAES  ;    9   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;     8; ESTREITO      ;    9   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    10; IGARAPAVA     ;    9   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    14; CACONDE       ;    9   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    15; E. DA CUNHA   ;    9   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    16; A.S.OLIVEIRA  ;    9   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    24; EMBORCACAO    ;    9   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    25; NOVA PONTE    ;    9   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    26; MIRANDA       ;    9   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    30; CORUMBA I     ;    9   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    31; ITUMBIARA     ;    9   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    32; CACH.DOURADA  ;    9   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
   9 ; USIH   ;    33; SAO SIMAO     ;    9   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIT   ;     1; ANGRA 1       ;   10   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  10 ; USIT   ;     2; IGARAPE       ;   10   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  10 ; USIT   ;     3; ST.CRUZ 12    ;   10   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  10 ; USIT   ;    50; PIRAT.12 G    ;   10   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  10 ; USIT   ;     4; ST.CRUZ 34    ;   10   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  10 ; USIH   ;     6; FURNAS        ;   10   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;     7; M. DE MORAES  ;   10   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;     8; ESTREITO      ;   10   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    10; IGARAPAVA     ;   10   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    14; CACONDE       ;   10   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    15; E. DA CUNHA   ;   10   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    16; A.S.OLIVEIRA  ;   10   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    24; EMBORCACAO    ;   10   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    25; NOVA PONTE    ;   10   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    26; MIRANDA       ;   10   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    30; CORUMBA I     ;   10   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    31; ITUMBIARA     ;   10   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    32; CACH.DOURADA  ;   10   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
  10 ; USIH   ;    33; SAO SIMAO     ;   10   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIT   ;     1; ANGRA 1       ;   11   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  11 ; USIT   ;     2; IGARAPE       ;   11   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  11 ; USIT   ;     3; ST.CRUZ 12    ;   11   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  11 ; USIT   ;    50; PIRAT.12 G    ;   11   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  11 ; USIT   ;     4; ST.CRUZ 34    ;   11   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  11 ; USIH   ;     6; FURNAS        ;   11   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;     7; M. DE MORAES  ;   11   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;     8; ESTREITO      ;   11   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    10; IGARAPAVA     ;   11   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    14; CACONDE       ;   11   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    15; E. DA CUNHA   ;   11   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    16; A.S.OLIVEIRA  ;   11   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    24; EMBORCACAO    ;   11   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    25; NOVA PONTE    ;   11   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    26; MIRANDA       ;   11   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    30; CORUMBA I     ;   11   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    31; ITUMBIARA     ;   11   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    32; CACH.DOURADA  ;   11   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
  11 ; USIH   ;    33; SAO SIMAO     ;   11   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIT   ;     1; ANGRA 1       ;   12   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  12 ; USIT   ;     2; IGARAPE       ;   12   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  12 ; USIT   ;     3; ST.CRUZ 12    ;   12   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  12 ; USIT   ;    50; PIRAT.12 G    ;   12   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  12 ; USIT   ;     4; ST.CRUZ 34    ;   12   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  12 ; USIH   ;     6; FURNAS        ;   12   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;     7; M. DE MORAES  ;   12   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;     8; ESTREITO      ;   12   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    10; IGARAPAVA     ;   12   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    14; CACONDE       ;   12   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    15; E. DA CUNHA   ;   12   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    16; A.S.OLIVEIRA  ;   12   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    24; EMBORCACAO    ;   12   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    25; NOVA PONTE    ;   12   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    26; MIRANDA       ;   12   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    30; CORUMBA I     ;   12   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    31; ITUMBIARA     ;   12   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    32; CACH.DOURADA  ;   12   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
  12 ; USIH   ;    33; SAO SIMAO     ;   12   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIT   ;     1; ANGRA 1       ;   13   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  13 ; USIT   ;     2; IGARAPE       ;   13   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  13 ; USIT   ;     3; ST.CRUZ 12    ;   13   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  13 ; USIT   ;    50; PIRAT.12 G    ;   13   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  13 ; USIT   ;     4; ST.CRUZ 34    ;   13   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  13 ; USIH   ;     6; FURNAS        ;   13   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;     7; M. DE MORAES  ;   13   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;     8; ESTREITO      ;   13   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    10; IGARAPAVA     ;   13   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    14; CACONDE       ;   13   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    15; E. DA CUNHA   ;   13   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    16; A.S.OLIVEIRA  ;   13   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    24; EMBORCACAO    ;   13   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    25; NOVA PONTE    ;   13   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    26; MIRANDA       ;   13   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    30; CORUMBA I     ;   13   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    31; ITUMBIARA     ;   13   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    32; CACH.DOURADA  ;   13   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
  13 ; USIH   ;    33; SAO SIMAO     ;   13   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIT   ;     1; ANGRA 1       ;   14   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  14 ; USIT   ;     2; IGARAPE       ;   14   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  14 ; USIT   ;     3; ST.CRUZ 12    ;   14   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  14 ; USIT   ;    50; PIRAT.12 G    ;   14   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  14 ; USIT   ;     4; ST.CRUZ 34    ;   14   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  14 ; USIH   ;     6; FURNAS        ;   14   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;     7; M. DE MORAES  ;   14   ; QDEF   ;HIDRLIM   ;  10007 ;     1.00;  (m3/s)  ;  1100.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;     8; ESTREITO      ;   14   ; QDEF   ;HIDRLIM   ;  10008 ;     1.00;  (m3/s)  ;   115.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    10; IGARAPAVA     ;   14   ; QDEF   ;HIDRLIM   ;  10010 ;     1.00;  (m3/s)  ;   119.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    14; CACONDE       ;   14   ; QDEF   ;HIDRLIM   ;  10014 ;     1.00;  (m3/s)  ;     8.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    15; E. DA CUNHA   ;   14   ; QDEF   ;HIDRLIM   ;  10015 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    16; A.S.OLIVEIRA  ;   14   ; QDEF   ;HIDRLIM   ;  10016 ;     1.00;  (m3/s)  ;    12.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    24; EMBORCACAO    ;   14   ; QDEF   ;HIDRLIM   ;  10024 ;     1.00;  (m3/s)  ;    51.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    25; NOVA PONTE    ;   14   ; QDEF   ;HIDRLIM   ;  10025 ;     1.00;  (m3/s)  ;    40.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    26; MIRANDA       ;   14   ; QDEF   ;HIDRLIM   ;  10026 ;     1.00;  (m3/s)  ;    42.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    30; CORUMBA I     ;   14   ; QDEF   ;HIDRLIM   ;  10030 ;     1.00;  (m3/s)  ;    74.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    31; ITUMBIARA     ;   14   ; QDEF   ;HIDRLIM   ;  10031 ;     1.00;  (m3/s)  ;   233.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    32; CACH.DOURADA  ;   14   ; QDEF   ;HIDRLIM   ;  10032 ;     1.00;  (m3/s)  ;   254.00;     -   ; NAO ; OPERUH (RQ)    ;
  14 ; USIH   ;    33; SAO SIMAO     ;   14   ; QDEF   ;HIDRLIM   ;  10033 ;     1.00;  (m3/s)  ;   450.00;     -   ; NAO ; OPERUH (RQ)    ;
  15 ; USIT   ;     1; ANGRA 1       ;   15   ; GTER   ;TERMLIM   ;      1 ;     1.00;   (MW)   ;     0.00;   657.00; NAO ; Reg. UT        ;
  15 ; USIT   ;     2; IGARAPE       ;   15   ; GTER   ;TERMLIM   ;      2 ;     1.00;   (MW)   ;     0.00;   131.00; NAO ; Reg. UT        ;
  15 ; USIT   ;     3; ST.CRUZ 12    ;   15   ; GTER   ;TERMLIM   ;      3 ;     1.00;   (MW)   ;     0.00;    84.00; NAO ; Reg. UT        ;
  15 ; USIT   ;    50; PIRAT.12 G    ;   15   ; GTER   ;TERMLIM   ;     50 ;     1.00;   (MW)   ;     0.00;   200.00; NAO ; Reg. UT        ;
  15 ; USIT   ;     4; ST.CRUZ 34    ;   15   ; GTER   ;TERMLIM   ;      4 ;     1.00;   (MW)   ;     0.00;   220.00; NAO ; Reg. UT        ;
  15 ; USIH   ;     6; FURNAS        ;   15   ; QDEF   ;HIDRLIM   ;  10006 ;     1.00;  (m3/s)  ;   102.00;     -   ; NAO ; OPERUH (RQ)    ;
