-----;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;
     ;      TOTAL      ;    IPER =   1  ;;    IPER =   2  ;;    IPER =   3  ;;    IPER =   4  ;;    IPER =   5  ;;    IPER =   6  ;;    IPER =   7  ;;    IPER =   8  ;;    IPER =   9  ;;    IPER =  10  ;;    IPER =  11  ;;    IPER =  12  ;;    IPER =  13  ;;    IPER =  14  ;;    IPER =  15  ;;    IPER =  16  ;;    IPER =  17  ;;    IPER =  18  ;;    IPER =  19  ;;    IPER =  20  ;;    IPER =  21  ;;    IPER =  22  ;;    IPER =  23  ;;    IPER =  24  ;;
 PERC;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;DESV(MW);DESV(%) ;
-----;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;--------;
  38 ;    0.73;    0.23;    0.15;    0.09;    0.07;    0.09;    0.06;    0.09;    0.06;    0.09;    0.06;    0.09;    0.37;    0.25;    0.37;    0.23;    0.05;    0.09;    0.05;    0.09;    0.06;    0.09;    0.05;    0.08;    2.09;    0.69;    0.14;    0.09;    1.00;    0.29;    1.01;    0.23;    1.03;    0.31;    1.04;    0.35;    1.04;    0.34;    1.16;    0.49;    2.72;    0.45;    4.65;    1.17;    5.59;    1.17;    0.86;    1.17;    1.04;    0.72;
  39 ;    0.78;    0.27;    0.15;    0.09;    0.07;    0.09;    0.06;    0.09;    0.06;    0.09;    0.06;    0.09;    0.37;    0.25;    0.37;    0.23;    0.05;    0.09;    0.05;    0.09;    0.06;    0.09;    0.05;    0.08;    2.09;    0.69;    0.14;    0.09;    1.00;    0.29;    1.01;    0.23;    1.03;    0.31;    1.04;    0.35;    1.04;    0.34;    1.16;    0.49;    2.72;    0.45;    4.65;    1.17;    5.59;    1.17;    0.86;    1.17;    1.04;    0.72;
  40 ;    0.82;    0.29;    0.15;    0.09;    0.07;    0.09;    0.06;    0.09;    0.06;    0.09;    0.06;    0.09;    0.37;    0.25;    0.37;    0.23;    0.05;    0.09;    0.05;    0.09;    0.06;    0.09;    0.05;    0.08;    2.09;    0.69;    0.14;    0.09;    1.00;    0.29;    1.01;    0.23;    1.03;    0.31;    1.04;    0.35;    1.04;    0.34;    1.16;    0.49;    2.72;    0.45;    4.65;    1.17;    5.59;    1.17;    0.86;    1.17;    1.04;    0.72;
  41 ;    0.85;    0.30;    0.15;    0.09;    0.07;    0.09;    0.06;    0.09;    0.06;    0.09;    0.06;    0.09;    0.37;    0.25;    0.37;    0.23;    0.05;    0.09;    0.05;    0.09;    0.06;    0.09;    0.05;    0.08;    2.09;    0.69;    0.14;    0.09;    1.00;    0.29;    1.01;    0.23;    1.03;    0.31;    1.04;    0.35;    1.04;    0.34;    1.16;    0.49;    2.72;    0.45;    4.65;    1.17;    5.59;    1.17;    0.86;    1.17;    1.04;    0.72;
  42 ;    0.86;    0.34;    0.15;    0.09;    0.07;    0.09;    0.06;    0.09;    0.06;    0.09;    0.06;    0.09;    0.37;    0.25;    0.37;    0.23;    0.05;    0.09;    0.05;    0.09;    0.06;    0.09;    0.05;    0.08;    2.09;    0.69;    0.14;    0.09;    1.00;    0.29;    1.01;    0.23;    1.03;    0.31;    1.04;    0.35;    1.04;    0.34;    1.16;    0.49;    2.72;    0.45;    4.65;    1.17;    5.59;    1.17;    0.86;    1.17;    1.04;    0.72;
  43 ;    0.89;    0.42;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  44 ;    0.94;    0.45;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  45 ;    0.99;    0.51;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  46 ;    1.00;    0.55;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  47 ;    1.03;    0.63;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  48 ;    1.04;    0.72;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  49 ;    1.04;    0.75;    0.26;    0.22;    0.26;    0.10;    0.07;    0.11;    0.07;    0.10;    0.06;    0.09;    0.85;    0.29;    0.87;    0.29;    0.06;    0.10;    0.06;    0.10;    0.26;    0.09;    0.06;    0.09;    2.73;    0.80;    0.15;    0.12;    1.04;    0.77;    1.04;    0.80;    1.04;    0.89;    1.05;    1.00;    1.07;    0.97;    3.36;    1.02;    3.48;    1.16;    5.56;    1.38;    5.83;    1.39;    4.65;    1.40;    1.19;    1.11;
  50 ;    1.04;    0.80;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  51 ;    1.04;    0.88;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  52 ;    1.04;    0.97;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  53 ;    1.14;    1.03;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  54 ;    1.27;    1.06;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  55 ;    1.49;    1.10;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  56 ;    2.02;    1.12;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  57 ;    2.20;    1.15;    0.68;    0.26;    0.34;    0.13;    0.14;    0.12;    0.12;    0.12;    0.12;    0.11;    0.96;    0.30;    0.97;    0.29;    0.09;    0.12;    0.31;    0.11;    0.29;    0.19;    0.21;    0.09;    4.71;    1.17;    0.98;    0.75;    1.76;    0.81;    1.27;    0.88;    2.02;    0.94;    2.46;    1.03;    2.44;    1.06;    3.88;    1.12;    3.80;    1.17;    5.91;    2.01;    5.91;    2.01;    5.61;    2.01;    2.12;    1.17;
  58 ;    2.37;    1.17;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  59 ;    2.55;    1.17;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  60 ;    2.72;    1.17;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  61 ;    2.90;    1.17;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  62 ;    3.36;    1.20;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  63 ;    3.46;    1.24;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  64 ;    3.80;    1.31;    0.76;    0.51;    0.63;    0.21;    0.44;    0.15;    0.54;    0.18;    0.50;    0.16;    1.00;    0.33;    0.99;    0.39;    0.36;    0.13;    0.38;    0.13;    0.61;    0.34;    0.94;    0.29;    4.71;    1.37;    1.04;    1.06;    2.31;    1.17;    2.47;    1.11;    2.72;    1.17;    2.90;    1.17;    2.59;    1.17;    4.02;    1.17;    4.65;    1.37;    9.74;    2.75;   11.66;    2.73;    5.91;    2.75;    5.91;    1.95;
  65 ;    4.02;    1.37;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  66 ;    4.43;    1.37;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  67 ;    4.65;    1.38;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  68 ;    4.86;    1.40;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  69 ;    5.52;    1.43;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  70 ;    5.56;    1.49;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  71 ;    5.59;    1.59;    1.04;    0.58;    0.78;    0.66;    0.58;    0.19;    0.61;    0.21;    0.79;    0.27;    1.03;    0.72;    1.04;    0.72;    0.89;    0.45;    0.91;    0.51;    0.92;    0.57;    1.04;    0.63;    5.52;    2.02;    2.20;    1.12;    2.37;    1.23;    2.55;    1.17;    3.06;    1.31;    4.03;    1.38;    3.08;    1.28;    4.43;    1.24;    5.53;    2.01;   13.18;    3.11;   13.18;    6.94;   13.18;    6.71;   12.39;    2.58;
  72 ;    5.83;    1.95;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  73 ;    5.91;    1.95;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  74 ;    5.91;    1.95;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  75 ;    5.91;    1.95;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  76 ;    5.91;    1.95;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  77 ;    6.45;    2.01;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  78 ;   10.38;    2.02;    2.24;    1.01;    1.04;    1.03;    0.80;    0.51;    0.82;    0.50;    0.83;    1.18;    1.04;    1.20;    1.14;    1.23;    1.04;    1.08;    1.04;    0.77;    1.04;    1.15;    1.36;    1.33;    5.91;    2.10;    3.53;    1.17;    5.53;    1.37;    3.46;    1.20;    5.53;    1.37;    5.56;    1.39;    5.91;    1.45;    4.64;    1.49;    5.91;    2.08; 5192.58;    6.70;   22.63;   13.43;   22.57;    6.93;   21.70;    6.88;
  79 ;   11.43;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  80 ;   11.78;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  81 ;   12.39;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  82 ;   12.39;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  83 ;   12.39;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  84 ;   12.39;    2.58;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  85 ;   12.39;    2.75;    2.86;    1.08;    2.94;    1.10;    1.04;    1.13;    1.04;    1.15;    1.04;    1.59;    5.42;    1.38;    5.41;    1.41;    1.31;    1.26;    1.49;    1.28;    1.67;    1.31;    1.84;    1.54;    6.45;    2.75;    5.91;    1.38;    5.91;    1.41;    5.91;    1.43;    5.91;    1.46;    5.91;    1.48;    6.25;    1.51;    5.91;    2.01;    6.40;    2.74;87104.81;  100.00;   60.69;   16.96;   57.63;   15.13;   48.35;   16.59;
  86 ;   12.39;    2.75;    3.50;    1.95;    4.86;    1.95;    3.45;    1.95;    3.41;    1.95;    3.83;    1.95;    5.56;    1.95;    5.66;    1.95;    9.52;    1.95;    5.87;    1.95;   10.38;    1.95;   12.39;    1.95;   13.24;    3.21;    9.24;    1.95;   11.43;    1.95;   11.04;    1.95;   12.39;    1.95;   12.39;    1.95;   12.39;    1.95;   13.19;    2.75;   13.18;    2.75;********;  100.00;  159.78;   17.04;  122.88;   16.78;   93.27;   17.00;
  87 ;   12.72;    6.70;    3.50;    1.95;    4.86;    1.95;    3.45;    1.95;    3.41;    1.95;    3.83;    1.95;    5.56;    1.95;    5.66;    1.95;    9.52;    1.95;    5.87;    1.95;   10.38;    1.95;   12.39;    1.95;   13.24;    3.21;    9.24;    1.95;   11.43;    1.95;   11.04;    1.95;   12.39;    1.95;   12.39;    1.95;   12.39;    1.95;   13.19;    2.75;   13.18;    2.75;********;  100.00;  159.78;   17.04;  122.88;   16.78;   93.27;   17.00;
