***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Memoria de calculo do CMO das barras - calculo final.
  
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
       IPER      ;       NUM       ;      SIST       ;       CMO       ;  PI SUBMERCADO  ; SOM. PI LINHA   ; SOM. PI SOM.FLUX;     PI ILHA     ;
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
         4       ;          1      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          2      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          3      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          4      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          5      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          6      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          7      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          8      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;          9      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         10      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         11      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         12      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         13      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         14      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         15      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         16      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         17      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         18      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         19      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         20      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         21      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         22      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         23      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         4       ;         24      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
