***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


Problemas Referentes a Altura de Queda

------;------;----;-------;------;--------------;----------;----------;----------;------------;-------------------;
 IPER ; ITER ;IDES;  Pat  ; USIH ;     Nome     ;   Hmont  ;   Hjus   ;   Hliq   ;    Qdef    ;     Problema      ;
  -   ;   -  ;  - ;  -    ;   -  ;       -      ;   (m)    ;   (m)    ;   (m)    ;   (m3/s)   ;        -          ;
------;------;----;-------;------;--------------;----------;----------;----------;------------;-------------------;
  13  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.63 ;   512.13 ;    75.26 ;     74.00  ;                   ;
  13  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   434.94 ;    75.53 ;   1300.98  ;                   ;
  13  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.11 ;    32.37 ;   1412.98  ;                   ;
  13  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.74 ;   323.65 ;    75.61 ;    454.18  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.02 ;   671.73 ;    80.40 ;    102.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.49 ;   622.50 ;    31.74 ;   1100.00  ;  AFOGOU           ;
  14  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.39 ;   747.21 ;    96.17 ;      0.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.40 ;   520.39 ;   123.43 ;    278.06  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.99 ;   625.47 ;    68.12 ;    648.07  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.67 ;   512.13 ;    75.30 ;     74.00  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.07 ;    75.40 ;   1392.04  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.24 ;    32.23 ;   1504.04  ;                   ;
  14  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.75 ;   323.85 ;    75.43 ;    889.15  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.03 ;   671.73 ;    80.40 ;    102.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.47 ;   622.50 ;    31.72 ;   1100.00  ;  AFOGOU           ;
  15  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.40 ;   747.21 ;    96.19 ;      0.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.41 ;   520.42 ;   123.39 ;    287.77  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.99 ;   625.29 ;    68.30 ;    502.54  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.71 ;   512.13 ;    75.34 ;     74.00  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.05 ;    75.42 ;   1376.48  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.22 ;    32.26 ;   1488.48  ;                   ;
  15  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.76 ;   323.82 ;    75.47 ;    812.59  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.03 ;   671.73 ;    80.41 ;    102.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.45 ;   622.50 ;    31.70 ;   1100.00  ;  AFOGOU           ;
  16  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.41 ;   747.21 ;    96.20 ;      0.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.41 ;   520.54 ;   123.28 ;    319.51  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.99 ;   625.47 ;    68.12 ;    648.07  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.75 ;   512.13 ;    75.38 ;     74.00  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.13 ;    75.35 ;   1431.88  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.30 ;    32.18 ;   1543.88  ;                   ;
  16  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.77 ;   323.89 ;    75.41 ;    961.78  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.04 ;   671.73 ;    80.42 ;    102.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.43 ;   622.50 ;    31.68 ;   1100.00  ;  AFOGOU           ;
  17  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.43 ;   747.21 ;    96.21 ;      0.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.41 ;   520.72 ;   123.11 ;    365.99  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.98 ;   625.47 ;    68.11 ;    648.07  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.79 ;   512.13 ;    75.42 ;     74.00  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.19 ;    75.29 ;   1475.53  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.36 ;    32.11 ;   1587.53  ;                   ;
  17  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.78 ;   323.93 ;    75.38 ;   1042.84  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.05 ;   671.73 ;    80.42 ;    102.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.42 ;   622.50 ;    31.66 ;   1100.00  ;  AFOGOU           ;
  18  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.44 ;   747.21 ;    96.23 ;      0.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.42 ;   521.04 ;   122.80 ;    453.80  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.98 ;   625.19 ;    68.39 ;    429.78  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.84 ;   512.13 ;    75.47 ;     74.00  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.24 ;    75.24 ;   1511.59  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.42 ;    32.06 ;   1623.59  ;                   ;
  18  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.79 ;   323.93 ;    75.39 ;   1054.29  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.05 ;   671.82 ;    80.35 ;    187.43  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.40 ;   622.50 ;    31.64 ;   1136.71  ;  AFOGOU           ;
  19  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.05 ;    63.49 ;   1167.71  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   495.00 ;    16.70 ;   1216.71  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.45 ;   753.63 ;    89.94 ;     91.35  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   578.01 ;    85.06 ;    146.35  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   547.17 ;    25.48 ;    148.35  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.42 ;   520.72 ;   123.12 ;    366.13  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.99 ;   625.38 ;    68.21 ;    575.31  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.88 ;   512.13 ;    75.51 ;     74.00  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   435.27 ;    75.21 ;   1532.73  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   401.45 ;    32.03 ;   1644.73  ;                   ;
  19  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.80 ;   324.03 ;    75.30 ;   1252.38  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   753.06 ;   672.22 ;    79.95 ;    648.56  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   654.38 ;   622.50 ;    31.63 ;   1136.41  ;  AFOGOU           ;
  20  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.05 ;    63.49 ;   1167.41  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   495.00 ;    16.70 ;   1216.41  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.45 ;   753.63 ;    89.94 ;     91.35  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   578.01 ;    85.06 ;    146.35  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   547.17 ;    25.48 ;    148.35  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.42 ;   522.80 ;   121.06 ;    957.79  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.99 ;   625.47 ;    68.12 ;    648.07  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ;   588.92 ;   512.13 ;    75.55 ;     74.00  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   511.39 ;   434.46 ;    76.01 ;    959.21  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   400.57 ;    32.89 ;   1071.21  ;                   ;
  20  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   399.81 ;   324.03 ;    75.31 ;   1252.38  ;                   ;
  21  ;   1  ; S  ;PESADA ;   6  ; FURNAS       ;   752.71 ; 50177.43 ;     0.00 ; 127677.34  ; HLIQ < 0          ;
  21  ;   1  ; S  ;PESADA ;   7  ; M. DE MORAES ;   655.79 ;   622.50 ;    33.02 ;   1136.33  ;  AFOGOU           ;
  21  ;   1  ; S  ;PESADA ;   8  ; ESTREITO     ;   622.50 ;   558.05 ;    63.49 ;   1167.33  ;                   ;
  21  ;   1  ; S  ;PESADA ;  10  ; IGARAPAVA    ;   512.00 ;   495.00 ;    16.70 ;   1216.33  ;                   ;
  21  ;   1  ; S  ;PESADA ;  14  ; CACONDE      ;   845.45 ;   753.63 ;    89.94 ;     91.35  ;                   ;
  21  ;   1  ; S  ;PESADA ;  15  ; E. DA CUNHA  ;   665.00 ;   578.01 ;    85.06 ;    146.35  ;                   ;
  21  ;   1  ; S  ;PESADA ;  16  ; A.S.OLIVEIRA ;   573.00 ;   547.17 ;    25.48 ;    148.35  ;                   ;
  21  ;   1  ; S  ;PESADA ;  24  ; EMBORCACAO   ;   645.42 ;   521.80 ;   122.04 ;    667.90  ;                   ;
  21  ;   1  ; S  ;PESADA ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  21  ;   1  ; S  ;PESADA ;  26  ; MIRANDA      ;   695.98 ;   625.47 ;    68.11 ;    648.07  ;                   ;
  21  ;   1  ; S  ;PESADA ;  30  ; CORUMBA I    ;  5974.24 ;   460.50 ;  5512.50 ; *********  ;  AFOGOU           ;
  21  ;   1  ; S  ;PESADA ;  31  ; ITUMBIARA    ;   422.43 ; ******** ;     0.00 ; *********  ; HLIQ < 0          ;
  21  ;   1  ; S  ;PESADA ;  32  ; CACH.DOURADA ;   434.12 ; ******** ;     0.00 ; *********  ; HLIQ < 0          ;
  21  ;   1  ; S  ;PESADA ;  33  ; SAO SIMAO    ;   402.04 ;   330.09 ;    71.51 ;  10110.68  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   752.35 ;   672.55 ;    78.93 ;   1071.05  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   657.16 ;   622.50 ;    34.38 ;   1136.41  ;  AFOGOU           ;
  22  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.05 ;    63.49 ;   1167.41  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   495.00 ;    16.70 ;   1216.41  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.45 ;   753.60 ;    89.97 ;     90.55  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   577.99 ;    85.08 ;    145.55  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   547.16 ;    25.48 ;    147.55  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.42 ;   518.00 ;   125.80 ;   -324.89  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.98 ;   625.47 ;    68.11 ;    648.07  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ; 22317.30 ;   516.90 ; 21799.16 ;    556.78  ;                   ;
  22  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   171.34 ;   435.55 ;     0.00 ;   1739.40  ; HLIQ < 0          ;
  22  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   405.60 ;    27.96 ;   1851.40  ;  AFOGOU           ;
  22  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   389.25 ;   324.21 ;    64.63 ;   1607.33  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   752.35 ;   671.94 ;    79.53 ;    322.00  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   657.15 ;   622.50 ;    34.38 ;   1136.35  ;  AFOGOU           ;
  23  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.05 ;    63.49 ;   1167.35  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   495.00 ;    16.70 ;   1216.35  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.45 ;   753.63 ;    89.94 ;     91.35  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   578.01 ;    85.06 ;    146.35  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   547.17 ;    25.48 ;    148.35  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.43 ;   519.19 ;   124.64 ;    -32.57  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.97 ;   625.47 ;    68.10 ;    648.07  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ; 22319.00 ;   516.90 ; 21800.86 ;    556.81  ;                   ;
  23  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   171.32 ;   435.15 ;     0.00 ;   1448.44  ; HLIQ < 0          ;
  23  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   405.60 ;    27.96 ;   1560.44  ;  AFOGOU           ;
  23  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   389.21 ;   324.03 ;    64.77 ;   1252.38  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;   6  ; FURNAS       ;   752.36 ;   671.73 ;    79.74 ;    102.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;   7  ; M. DE MORAES ;   657.14 ;   622.50 ;    34.36 ;   1100.00  ;  AFOGOU           ;
  24  ;   1  ; S  ;MEDIA  ;   8  ; ESTREITO     ;   622.50 ;   558.01 ;    63.53 ;   1131.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  10  ; IGARAPAVA    ;   512.00 ;   494.98 ;    16.72 ;   1180.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  14  ; CACONDE      ;   845.45 ;   747.21 ;    96.24 ;      0.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  15  ; E. DA CUNHA  ;   665.00 ;   575.22 ;    87.79 ;     55.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  16  ; A.S.OLIVEIRA ;   573.00 ;   546.19 ;    26.44 ;     57.00  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  24  ; EMBORCACAO   ;   645.44 ;   520.37 ;   123.49 ;    271.88  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  25  ; NOVA PONTE   ;   808.16 ;   697.33 ;   109.90 ;    497.31  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  26  ; MIRANDA      ;   695.98 ;   624.99 ;    68.59 ;    284.25  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  30  ; CORUMBA I    ; 22320.70 ;   516.90 ; 21802.56 ;    556.84  ;                   ;
  24  ;   1  ; S  ;MEDIA  ;  31  ; ITUMBIARA    ;   171.37 ;   434.59 ;     0.00 ;   1052.91  ; HLIQ < 0          ;
  24  ;   1  ; S  ;MEDIA  ;  32  ; CACH.DOURADA ;   434.12 ;   405.60 ;    27.96 ;   1164.91  ;  AFOGOU           ;
  24  ;   1  ; S  ;MEDIA  ;  33  ; SAO SIMAO    ;   389.17 ;   323.89 ;    64.88 ;    959.90  ;                   ;
