***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 
Restricoes operativas. 
 
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 Trata ;   Stat  ;IPER ;  Pat  ; IUSI  ;     Nome     ; Sist ; Tipo ; Cod  ;  Num  ; Fator ;    Linf    ;   Valor    ;    Lsup    ;   Multipl      ;                       obs                          ;justificativa;
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 OTIMI ;         ; 12  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;  1118.1325 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;   148.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;   146.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;    91.3487 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1219.1318 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1170.1318 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1139.1318 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   138.6073 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 13  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   454.1795 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1412.9840 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1300.9840 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7618.13512 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   508.4393 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;    64.6175 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 13  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 13  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4379.08624 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -6028.30748 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 13  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 13  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   500.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 14  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   889.1528 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1504.0355 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1392.0355 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7039.40105 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   278.0643 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 14  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 14  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4255.02762 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -5856.43033 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 14  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 15  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   812.5889 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1488.4820 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1376.4820 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7016.56514 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   502.5443 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   287.7748 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 15  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 15  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4255.02762 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -5855.17158 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 15  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 16  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   961.7790 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1543.8814 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1431.8814 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6993.72923 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   319.5117 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 16  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 16  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4255.02762 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -5853.91283 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 16  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 17  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1042.8428 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1587.5318 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1475.5318 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6970.89332 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   365.9893 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 17  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 17  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4255.02762 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -5852.65409 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 17  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;     0.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 18  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1054.2950 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1623.5940 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1511.5940 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 18  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6948.05741 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   429.7793 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   497.3093 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 18  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   453.7960 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
