***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 
Restricoes operativas. 
 
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 Trata ;   Stat  ;IPER ;  Pat  ; IUSI  ;     Nome     ; Sist ; Tipo ; Cod  ;  Num  ; Fator ;    Linf    ;   Valor    ;    Lsup    ;   Multipl      ;                       obs                          ;justificativa;
-------;---------;-----;-------;-------;--------------;------;------;------;-------;-------;------------;------------;------------;----------------;----------------------------------------------------;-------------;
 OTIMI ;         ;  6  ;LEVE   ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   330.7708 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   110.4105 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ;  6  ;LEVE   ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  6  ;LEVE   ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4380.48518 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -6038.54501 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  6  ;LEVE   ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ;  7  ;LEVE   ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   615.5981 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1234.8185 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1122.8185 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7753.49194 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   330.5544 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;   110.4043 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ;  7  ;LEVE   ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  7  ;LEVE   ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -4380.48518 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -6037.29128 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  7  ;LEVE   ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   450.0000 ;     -      ;    -1462.57939 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1429.2144 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1317.2144 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7816.33939 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;    42.0000 ;     -      ;      -90.34886 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;    40.0000 ;     -      ;     -147.17393 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;    51.0000 ;     -      ;    -1697.73448 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ;  8  ;LEVE   ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  8  ;LEVE   ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -6069.52622 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -7032.18115 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  8  ;LEVE   ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   450.0000 ;     -      ;    -1462.57939 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1256.1016 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1144.1016 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7793.90133 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;    42.0000 ;     -      ;      -90.34886 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;    40.0000 ;     -      ;     -147.17393 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;    51.0000 ;     -      ;    -1697.73448 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ;  9  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ;  9  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -6069.63615 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -7031.03323 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ;  9  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   450.0000 ;     -      ;    -1322.90874 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1461.5407 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1349.5407 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7686.12505 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   136.4392 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;   315.1575 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;    51.0000 ;     -      ;    -1469.44381 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 10  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 10  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -5874.72992 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -6899.12521 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 10  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;   450.0000 ;     -      ;    -1462.57939 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1669.4426 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;  1557.4426 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -7748.97251 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;    42.0000 ;     -      ;      -90.34886 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    25 ; NOVA PONTE   ; S2   ; H-RV ; DEFL ; 10025 ;  1.00 ;      40.00 ;    40.0000 ;     -      ;     -147.17393 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    24 ; EMBORCACAO   ; S2   ; H-RV ; DEFL ; 10024 ;  1.00 ;      51.00 ;    51.0000 ;     -      ;    -1697.73448 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;    16 ; A.S.OLIVEIRA ; S1   ; H-FD ; DEFL ; 10016 ;  1.00 ;      12.00 ;    57.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;    15 ; E. DA CUNHA  ; S1   ; H-FD ; DEFL ; 10015 ;  1.00 ;      12.00 ;    55.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;VIOL_INF ; 11  ;MEDIA  ;    14 ; CACONDE      ; S1   ; H-RV ; DEFL ; 10014 ;  1.00 ;       8.00 ;     0.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;    10 ; IGARAPAVA    ; S1   ; H-FD ; DEFL ; 10010 ;  1.00 ;     119.00 ;  1180.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 11  ;MEDIA  ;     8 ; ESTREITO     ; S1   ; H-FD ; DEFL ; 10008 ;  1.00 ;     115.00 ;  1131.0000 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     7 ; M. DE MORAES ; S1   ; H-RV ; DEFL ; 10007 ;  1.00 ;    1100.00 ;  1100.0000 ;     -      ;    -6069.52622 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     6 ; FURNAS       ; S1   ; H-RV ; DEFL ; 10006 ;  1.00 ;     102.00 ;   102.0000 ;     -      ;    -7028.50326 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     4 ; ST.CRUZ 34   ; S2   ; TERM ; TERM ;     4 ;  1.00 ;     -      ;   220.0000 ;     220.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;    50 ; PIRAT.12 G   ; S1   ; TERM ; TERM ;    50 ;  1.00 ;     -      ;   200.0000 ;     200.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     3 ; ST.CRUZ 12   ; S1   ; TERM ; TERM ;     3 ;  1.00 ;     -      ;    84.0000 ;      84.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     2 ; IGARAPE      ; S1   ; TERM ; TERM ;     2 ;  1.00 ;     -      ;     0.0000 ;     131.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ; ATIVA   ; 11  ;MEDIA  ;     1 ; ANGRA 1      ; S1   ; TERM ; TERM ;     1 ;  1.00 ;     -      ;   657.0000 ;     657.00 ;        0.00000 ;                     -                              ;             ;
 OTIMI ;         ; 12  ;MEDIA  ;    33 ; SAO SIMAO    ; S2   ; H-RV ; DEFL ; 10033 ;  1.00 ;     450.00 ;  1252.3769 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    32 ; CACH.DOURADA ; S2   ; H-FD ; DEFL ; 10032 ;  1.00 ;     254.00 ;  1068.3498 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    31 ; ITUMBIARA    ; S2   ; H-RV ; DEFL ; 10031 ;  1.00 ;     233.00 ;   956.3498 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
 OTIMI ; ATIVA   ; 12  ;MEDIA  ;    30 ; CORUMBA I    ; S2   ; H-RV ; DEFL ; 10030 ;  1.00 ;      74.00 ;    74.0000 ;     -      ;    -6465.47871 ;                     -                              ;(RegistroRQ) ;
 OTIMI ;         ; 12  ;MEDIA  ;    26 ; MIRANDA      ; S2   ; H-RV ; DEFL ; 10026 ;  1.00 ;      42.00 ;   648.0743 ;     -      ;        0.00000 ;                     -                              ;(RegistroRQ) ;
