***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Memoria de calculo do CMO das barras - participacao nas restricoes de limites de fluxo
  
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
      IPER       ;      NUM        ;      SIST       ;     BARRA DE    ;    BARRA PARA   ;     CIRCUITO    ;  SOM. PI LINHA  ;     PARCELA     ;      FATOR      ;    LBD. FLUX    ;     SENTIDO     ;
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
         7       ;          1      ;       S1        ;         15      ;         16      ;          1      ;        -0.65085 ;         0.65085 ;         0.12381 ;        -5.25696 ;        1        ;
         7       ;          2      ;       S1        ;         15      ;         16      ;          1      ;        -0.62107 ;         0.62107 ;         0.11814 ;        -5.25696 ;        1        ;
         7       ;          3      ;       S1        ;         15      ;         16      ;          1      ;        -1.59132 ;         1.59132 ;         0.30271 ;        -5.25696 ;        1        ;
         7       ;          4      ;       S1        ;         15      ;         16      ;          1      ;        -0.53508 ;         0.53508 ;         0.10178 ;        -5.25696 ;        1        ;
         7       ;          5      ;       S1        ;         15      ;         16      ;          1      ;        -0.45559 ;         0.45559 ;         0.08666 ;        -5.25696 ;        1        ;
         7       ;          6      ;       S1        ;         15      ;         16      ;          1      ;        -0.34008 ;         0.34008 ;         0.06469 ;        -5.25696 ;        1        ;
         7       ;          7      ;       S1        ;         15      ;         16      ;          1      ;        -0.35812 ;         0.35812 ;         0.06812 ;        -5.25696 ;        1        ;
         7       ;          8      ;       S1        ;         15      ;         16      ;          1      ;        -0.35812 ;         0.35812 ;         0.06812 ;        -5.25696 ;        1        ;
         7       ;          9      ;       S1        ;         15      ;         16      ;          1      ;        -0.46469 ;         0.46469 ;         0.08840 ;        -5.25696 ;        1        ;
         7       ;         10      ;       S1        ;         15      ;         16      ;          1      ;        -0.25154 ;         0.25154 ;         0.04785 ;        -5.25696 ;        1        ;
         7       ;         11      ;       S1        ;         15      ;         16      ;          1      ;        -0.02269 ;         0.02269 ;         0.00432 ;        -5.25696 ;        1        ;
         7       ;         12      ;       S1        ;         15      ;         16      ;          1      ;        -0.10958 ;         0.10958 ;         0.02084 ;        -5.25696 ;        1        ;
         7       ;         13      ;       S1        ;         15      ;         16      ;          1      ;         0.00000 ;         0.00000 ;         0.00000 ;        -5.25696 ;        1        ;
         7       ;         14      ;       S2        ;         15      ;         16      ;          1      ;         0.29161 ;        -0.29161 ;        -0.05547 ;        -5.25696 ;        1        ;
         7       ;         15      ;       S2        ;         15      ;         16      ;          1      ;        -3.48173 ;         3.48173 ;         0.66231 ;        -5.25696 ;        1        ;
         7       ;         16      ;       S2        ;         15      ;         16      ;          1      ;         0.58411 ;        -0.58411 ;        -0.11111 ;        -5.25696 ;        1        ;
