***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
 Relatorio dos fluxos nas linhas
  
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
    ;       ;FLAGS;;;;;       ;    ; BAR  ; Sist ;    ; BAR  ;Sist;     ;   Fluxo   ;   Capac   ;         Perdas    ;;  Multipl. ;  ger de   ; ger para  ; carga de  ;carga para ;
IPER;  Pat  ;  ; ; ; ; ; IND  ; Nv ; DE   ;  De  ; Nv ; PARA ;para; CIR ;    (MW)   ;    (MW)   ;    (MW)   ;   %    ;  ($/MWh)  ;   (MW)    ;   (MW)    ;   (MW)    ;   (MW)    ;
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
   3; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -117.081 ;       300 ;           ;        ;     0.000 ;     -     ;   681.977 ;     -     ;   731.692 ;
   3; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -182.919 ;       300 ;           ;        ;     0.000 ;     -     ;   410.285 ;     -     ;     -     ;
   3; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -83.398 ;       300 ;           ;        ;     0.000 ;   681.977 ;   400.000 ;   731.692 ;     -     ;
   3; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -83.398 ;       300 ;           ;        ;     0.000 ;   681.977 ;   400.000 ;   731.692 ;     -     ;
   3; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;  -106.522 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   397.815 ;   281.160 ;
   3; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;  -106.522 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   397.815 ;   281.160 ;
   3; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -247.102 ;       300 ;           ;        ;     0.000 ;     -     ;   218.700 ;   281.160 ;     -     ;
   3; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -247.102 ;       300 ;           ;        ;     0.000 ;     -     ;   218.700 ;   281.160 ;     -     ;
   3; LEVE  ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -227.366 ;       300 ;           ;        ;     0.000 ;   400.000 ;   410.285 ;     -     ;     -     ;
   4; LEVE  ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   154.641 ;       300 ;           ;        ;     0.000 ;   728.554 ;   377.528 ;   125.329 ;   112.549 ;
   4; LEVE  ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   181.560 ;       300 ;           ;        ;     0.000 ;   728.554 ;   200.000 ;   125.329 ;   208.825 ;
   4; LEVE  ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   267.024 ;       300 ;           ;        ;     0.000 ;   728.554 ;    41.300 ;   125.329 ;    82.388 ;
   4; LEVE  ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   221.953 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   112.549 ;    85.882 ;
   4; LEVE  ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   197.666 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   112.549 ;   157.790 ;
   4; LEVE  ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    50.724 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   208.825 ;   203.117 ;
   4; LEVE  ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;   122.011 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   208.825 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   136.072 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;    85.882 ;   203.117 ;
   4; LEVE  ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   225.936 ;       300 ;           ;        ;     0.000 ;    41.300 ;     -     ;    82.388 ;   226.291 ;
   4; LEVE  ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    39.875 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   157.790 ;   226.291 ;
   4; LEVE  ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;   104.990 ;       300 ;           ;        ;     0.000 ;   250.000 ;     -     ;   145.010 ;   198.431 ;
   4; LEVE  ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -41.064 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   198.431 ;   203.117 ;
   4; LEVE  ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -52.378 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   198.431 ;   226.291 ;
   4; LEVE  ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;    -7.130 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   203.117 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -50.254 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   203.117 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;    15.133 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   226.291 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -27.991 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   226.291 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -223.582 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   307.487 ;
   4; LEVE  ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   231.585 ;       300 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   416.896 ;
   4; LEVE  ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -147.571 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   307.487 ;
   4; LEVE  ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;    69.326 ;       300 ;           ;        ;     0.000 ;     -     ;   307.216 ;     -     ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   158.627 ;       300 ;           ;        ;     0.000 ;   837.266 ;   307.216 ;   307.487 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;    34.689 ;       300 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   416.896 ;   214.904 ;
   4; LEVE  ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;    -5.868 ;       300 ;           ;        ;     0.000 ;   128.904 ;    55.383 ;   681.350 ;   214.904 ;
   4; LEVE  ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -212.283 ;       300 ;           ;        ;     0.000 ;   128.904 ;   400.000 ;   681.350 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -212.283 ;       300 ;           ;        ;     0.000 ;   128.904 ;   400.000 ;   681.350 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;  -122.011 ;       300 ;           ;        ;     0.000 ;   128.904 ;     -     ;   681.350 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -259.694 ;       300 ;           ;        ;     0.000 ;    55.383 ;     -     ;   214.904 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   128.993 ;       300 ;           ;        ;     0.000 ;    55.383 ;     -     ;   214.904 ;   389.135 ;
   4; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -113.433 ;       300 ;           ;        ;     0.000 ;     -     ;   679.288 ;     -     ;   715.728 ;
   4; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -146.261 ;       300 ;           ;        ;     0.000 ;     -     ;   320.701 ;     -     ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -74.937 ;       300 ;           ;        ;     0.000 ;   679.288 ;   400.000 ;   715.728 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -74.937 ;       300 ;           ;        ;     0.000 ;   679.288 ;   400.000 ;   715.728 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;  -130.071 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   389.135 ;   275.026 ;
   4; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;  -130.071 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   389.135 ;   275.026 ;
   4; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -267.584 ;       300 ;           ;        ;     0.000 ;     -     ;   307.216 ;   275.026 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -267.584 ;       300 ;           ;        ;     0.000 ;     -     ;   307.216 ;   275.026 ;     -     ;
   4; LEVE  ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -174.440 ;       300 ;           ;        ;     0.000 ;   400.000 ;   320.701 ;     -     ;     -     ;
   5; LEVE  ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   155.721 ;       300 ;           ;        ;     0.000 ;   728.578 ;   377.528 ;   118.416 ;   106.340 ;
   5; LEVE  ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   181.922 ;       300 ;           ;        ;     0.000 ;   728.578 ;   200.000 ;   118.416 ;   197.306 ;
   5; LEVE  ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   272.519 ;       300 ;           ;        ;     0.000 ;   728.578 ;    41.300 ;   118.416 ;    77.844 ;
   5; LEVE  ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   226.038 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   106.340 ;    81.144 ;
   5; LEVE  ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   200.870 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   106.340 ;   149.086 ;
   5; LEVE  ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    62.244 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   197.306 ;   191.912 ;
   5; LEVE  ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;   122.372 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   197.306 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   144.894 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;    81.144 ;   191.912 ;
   5; LEVE  ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   235.976 ;       300 ;           ;        ;     0.000 ;    41.300 ;     -     ;    77.844 ;   213.808 ;
   5; LEVE  ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    51.784 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   149.086 ;   213.808 ;
   5; LEVE  ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;   112.989 ;       300 ;           ;        ;     0.000 ;   250.000 ;     -     ;   137.011 ;   187.485 ;
   5; LEVE  ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -31.299 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   187.485 ;   191.912 ;
   5; LEVE  ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -43.197 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   187.485 ;   213.808 ;
   5; LEVE  ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;     2.488 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   191.912 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -18.561 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   191.912 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;    25.902 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   213.808 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;     4.853 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   213.808 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -180.253 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   290.525 ;
   5; LEVE  ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   208.644 ;       300 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   391.066 ;
   5; LEVE  ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -143.153 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   290.525 ;
   5; LEVE  ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;   129.445 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;     -     ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   223.335 ;       300 ;           ;        ;     0.000 ;   837.266 ;     -     ;   290.525 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;    37.578 ;       300 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   391.066 ;   201.589 ;
   5; LEVE  ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;    68.252 ;       300 ;           ;        ;     0.000 ;   129.120 ;    55.383 ;   639.135 ;   201.589 ;
   5; LEVE  ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -227.948 ;       300 ;           ;        ;     0.000 ;   129.120 ;   400.000 ;   639.135 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -227.948 ;       300 ;           ;        ;     0.000 ;   129.120 ;   400.000 ;   639.135 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;  -122.372 ;       300 ;           ;        ;     0.000 ;   129.120 ;     -     ;   639.135 ;     -     ;
   5; LEVE  ;  ; ; ;V; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -310.607 ;       300 ;           ;        ;     0.000 ;    55.383 ;     -     ;   201.589 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   270.230 ;       300 ;           ;        ;     0.000 ;    55.383 ;     -     ;   201.589 ;   365.025 ;
   5; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;   -69.229 ;       300 ;           ;        ;     0.000 ;     -     ;   485.125 ;     -     ;   671.383 ;
   5; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -241.379 ;       300 ;           ;        ;     0.000 ;     -     ;   552.761 ;     -     ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;  -127.744 ;       300 ;           ;        ;     0.000 ;   485.125 ;   400.000 ;   671.383 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;  -127.744 ;       300 ;           ;        ;     0.000 ;   485.125 ;   400.000 ;   671.383 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;   -47.398 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   365.025 ;   257.986 ;
   5; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;   -47.398 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   365.025 ;   257.986 ;
   5; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -176.390 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   257.986 ;     -     ;
   5; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -176.390 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   257.986 ;     -     ;
   5; LEVE  ;  ; ; ;V; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -311.382 ;       300 ;           ;        ;     0.000 ;   400.000 ;   552.761 ;     -     ;     -     ;
   6; LEVE  ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   167.745 ;       300 ;           ;        ;     0.000 ;   728.602 ;   377.528 ;   147.100 ;   132.100 ;
   6; LEVE  ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   146.249 ;       300 ;           ;        ;     0.000 ;   728.602 ;   200.000 ;   147.100 ;   245.100 ;
   6; LEVE  ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   267.508 ;       300 ;           ;        ;     0.000 ;   728.602 ;    41.300 ;   147.100 ;    96.700 ;
   6; LEVE  ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   214.335 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   132.100 ;   100.800 ;
   6; LEVE  ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   198.838 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   132.100 ;   185.200 ;
   6; LEVE  ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    87.174 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   245.100 ;   238.400 ;
   6; LEVE  ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    13.975 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   245.100 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   113.535 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   100.800 ;   238.400 ;
   6; LEVE  ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   212.109 ;       300 ;           ;        ;     0.000 ;    41.300 ;     -     ;    96.700 ;   265.600 ;
   6; LEVE  ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    13.638 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   185.200 ;   265.600 ;
   6; LEVE  ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    79.800 ;       300 ;           ;        ;     0.000 ;   250.000 ;     -     ;   170.200 ;   232.900 ;
   6; LEVE  ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -76.769 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   232.900 ;   238.400 ;
   6; LEVE  ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -76.331 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   232.900 ;   265.600 ;
   6; LEVE  ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -39.194 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   238.400 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -75.266 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   238.400 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;   -40.056 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   265.600 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -76.128 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   265.600 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -222.252 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   360.900 ;
   6; LEVE  ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   143.002 ;       300 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   516.600 ;
   6; LEVE  ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -158.672 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   360.900 ;
   6; LEVE  ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;     7.277 ;       300 ;           ;        ;     0.000 ;     -     ;   420.281 ;     -     ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;    95.442 ;       300 ;           ;        ;     0.000 ;   837.266 ;   420.281 ;   360.900 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;  -153.598 ;       300 ;           ;        ;     0.000 ;   220.000 ;   119.898 ;   516.600 ;   266.300 ;
   6; LEVE  ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   300.000 ;       300 ;           ;        ;     5.257 ;   809.085 ;   119.898 ;   844.300 ;   266.300 ;
   6; LEVE  ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -160.620 ;       300 ;           ;        ;     0.000 ;   809.085 ;   400.000 ;   844.300 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -160.620 ;       300 ;           ;        ;     0.000 ;   809.085 ;   400.000 ;   844.300 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -13.975 ;       300 ;           ;        ;     0.000 ;   809.085 ;     -     ;   844.300 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -300.000 ;       300 ;           ;        ;     6.200 ;   119.898 ;     -     ;   266.300 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   300.000 ;       300 ;           ;        ;     3.563 ;   119.898 ;     -     ;   266.300 ;   482.200 ;
   6; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -131.786 ;       300 ;           ;        ;     0.000 ;     -     ;   756.703 ;     -     ;   886.900 ;
   6; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -168.214 ;       300 ;           ;        ;     0.000 ;     -     ;   351.438 ;     -     ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;  -130.991 ;       300 ;           ;        ;     0.000 ;   756.703 ;   400.000 ;   886.900 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;  -130.991 ;       300 ;           ;        ;     0.000 ;   756.703 ;   400.000 ;   886.900 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;   -91.100 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   482.200 ;   340.800 ;
   6; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;   -91.100 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   482.200 ;   340.800 ;
   6; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -261.500 ;       300 ;           ;        ;     0.000 ;     -     ;   420.281 ;   340.800 ;     -     ;
   6; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -261.500 ;       300 ;           ;        ;     0.000 ;     -     ;   420.281 ;   340.800 ;     -     ;
