***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
 Relatorio dos fluxos nas linhas
  
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
    ;       ;FLAGS;;;;;       ;    ; BAR  ; Sist ;    ; BAR  ;Sist;     ;   Fluxo   ;   Capac   ;         Perdas    ;;  Multipl. ;  ger de   ; ger para  ; carga de  ;carga para ;
IPER;  Pat  ;  ; ; ; ; ; IND  ; Nv ; DE   ;  De  ; Nv ; PARA ;para; CIR ;    (MW)   ;    (MW)   ;    (MW)   ;   %    ;  ($/MWh)  ;   (MW)    ;   (MW)    ;   (MW)    ;   (MW)    ;
----;-------;--;-;-;-;-;------;----;------;------;----;------;----;-----;-----------;-----------;-----------;--------;-----------;-----------;-----------;-----------;-----------;
   6; LEVE  ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -183.224 ;       300 ;           ;        ;     0.000 ;   400.000 ;   351.438 ;     -     ;     -     ;
   7; LEVE  ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   167.755 ;       300 ;           ;        ;     0.000 ;   728.626 ;   377.528 ;   147.100 ;   132.100 ;
   7; LEVE  ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   146.255 ;       300 ;           ;        ;     0.000 ;   728.626 ;   200.000 ;   147.100 ;   245.100 ;
   7; LEVE  ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   267.516 ;       300 ;           ;        ;     0.000 ;   728.626 ;    41.300 ;   147.100 ;    96.700 ;
   7; LEVE  ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   214.340 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   132.100 ;   100.800 ;
   7; LEVE  ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   198.842 ;       300 ;           ;        ;     0.000 ;   377.528 ;     -     ;   132.100 ;   185.200 ;
   7; LEVE  ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    87.174 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   245.100 ;   238.400 ;
   7; LEVE  ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    13.981 ;       300 ;           ;        ;     0.000 ;   200.000 ;     -     ;   245.100 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   113.540 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   100.800 ;   238.400 ;
   7; LEVE  ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   212.116 ;       300 ;           ;        ;     0.000 ;    41.300 ;     -     ;    96.700 ;   265.600 ;
   7; LEVE  ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    13.642 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   185.200 ;   265.600 ;
   7; LEVE  ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    79.800 ;       300 ;           ;        ;     0.000 ;   250.000 ;     -     ;   170.200 ;   232.900 ;
   7; LEVE  ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -76.768 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   232.900 ;   238.400 ;
   7; LEVE  ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -76.332 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   232.900 ;   265.600 ;
   7; LEVE  ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -39.191 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   238.400 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -75.263 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   238.400 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;   -40.050 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   265.600 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -76.123 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   265.600 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -222.250 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   360.900 ;
   7; LEVE  ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   143.008 ;       300 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   516.600 ;
   7; LEVE  ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -158.669 ;       300 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   360.900 ;
   7; LEVE  ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;     7.283 ;       300 ;           ;        ;     0.000 ;     -     ;   420.270 ;     -     ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;    95.447 ;       300 ;           ;        ;     0.000 ;   837.266 ;   420.270 ;   360.900 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;  -153.592 ;       300 ;           ;        ;     0.000 ;   220.000 ;   119.892 ;   516.600 ;   266.300 ;
   7; LEVE  ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   300.000 ;       300 ;           ;        ;     5.257 ;   809.078 ;   119.892 ;   844.300 ;   266.300 ;
   7; LEVE  ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -160.620 ;       300 ;           ;        ;     0.000 ;   809.078 ;   400.000 ;   844.300 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -160.620 ;       300 ;           ;        ;     0.000 ;   809.078 ;   400.000 ;   844.300 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -13.981 ;       300 ;           ;        ;     0.000 ;   809.078 ;     -     ;   844.300 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -300.000 ;       300 ;           ;        ;     6.200 ;   119.892 ;     -     ;   266.300 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   300.000 ;       300 ;           ;        ;     3.563 ;   119.892 ;     -     ;   266.300 ;   482.200 ;
   7; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -131.786 ;       300 ;           ;        ;     0.000 ;     -     ;   756.703 ;     -     ;   886.900 ;
   7; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -168.214 ;       300 ;           ;        ;     0.000 ;     -     ;   351.438 ;     -     ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;  -130.991 ;       300 ;           ;        ;     0.000 ;   756.703 ;   400.000 ;   886.900 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;  -130.991 ;       300 ;           ;        ;     0.000 ;   756.703 ;   400.000 ;   886.900 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;   -91.100 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   482.200 ;   340.800 ;
   7; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;   -91.100 ;       300 ;           ;        ;     0.000 ;     -     ;     -     ;   482.200 ;   340.800 ;
   7; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -261.500 ;       300 ;           ;        ;     0.000 ;     -     ;   420.270 ;   340.800 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -261.500 ;       300 ;           ;        ;     0.000 ;     -     ;   420.270 ;   340.800 ;     -     ;
   7; LEVE  ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -183.224 ;       300 ;           ;        ;     0.000 ;   400.000 ;   351.438 ;     -     ;     -     ;
   8; LEVE  ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   161.938 ;       400 ;           ;        ;     0.000 ;   728.650 ;   377.528 ;   128.316 ;   115.260 ;
   8; LEVE  ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   165.390 ;       400 ;           ;        ;     0.000 ;   728.650 ;   200.000 ;   128.316 ;   213.928 ;
   8; LEVE  ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   273.006 ;       400 ;           ;        ;     0.000 ;   728.650 ;    41.300 ;   128.316 ;    84.388 ;
   8; LEVE  ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   222.627 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   115.260 ;    87.924 ;
   8; LEVE  ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   201.579 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   115.260 ;   161.636 ;
   8; LEVE  ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    79.799 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   213.928 ;   207.944 ;
   8; LEVE  ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    71.663 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   213.928 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   134.703 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;    87.924 ;   207.944 ;
   8; LEVE  ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   229.918 ;       400 ;           ;        ;     0.000 ;    41.300 ;     -     ;    84.388 ;   231.744 ;
   8; LEVE  ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    39.943 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   161.636 ;   231.744 ;
   8; LEVE  ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;   101.420 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   148.580 ;   203.184 ;
   8; LEVE  ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -47.685 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   203.184 ;   207.944 ;
   8; LEVE  ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -54.079 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   203.184 ;   231.744 ;
   8; LEVE  ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -13.916 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   207.944 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -27.211 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   207.944 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;    -1.333 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   231.744 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -14.629 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   231.744 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -175.137 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   304.257 ;
   8; LEVE  ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   159.887 ;       400 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   456.944 ;
   8; LEVE  ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -151.702 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   304.257 ;
   8; LEVE  ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;   109.862 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;     -     ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   206.170 ;       400 ;           ;        ;     0.000 ;   837.266 ;     -     ;   304.257 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;   -77.056 ;       400 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   456.944 ;   235.535 ;
   8; LEVE  ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   131.936 ;       400 ;           ;        ;     0.000 ;   129.766 ;    55.383 ;   746.352 ;   235.535 ;
   8; LEVE  ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -338.429 ;       400 ;           ;        ;     0.000 ;   129.766 ;   400.000 ;   746.352 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -338.429 ;       400 ;           ;        ;     0.000 ;   129.766 ;   400.000 ;   746.352 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -71.663 ;       400 ;           ;        ;     0.000 ;   129.766 ;     -     ;   746.352 ;     -     ;
   8; LEVE  ;  ; ; ;V; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -537.064 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   235.535 ;     -     ;
   8; LEVE  ;  ; ; ;V; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   411.792 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   235.535 ;   426.327 ;
   8; LEVE  ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -230.081 ;       400 ;           ;        ;     0.000 ;     -     ;   887.713 ;     -     ;   784.458 ;
   8; LEVE  ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -306.984 ;       400 ;           ;        ;     0.000 ;     -     ;   710.668 ;     -     ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -63.413 ;       400 ;           ;        ;     0.000 ;   887.713 ;   400.000 ;   784.458 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -63.413 ;       400 ;           ;        ;     0.000 ;   887.713 ;   400.000 ;   784.458 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;    -7.268 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   426.327 ;   301.497 ;
   8; LEVE  ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;    -7.268 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   426.327 ;   301.497 ;
   8; LEVE  ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -158.016 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   301.497 ;     -     ;
   8; LEVE  ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -158.016 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   301.497 ;     -     ;
   8; LEVE  ;  ; ; ;V; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -403.685 ;       400 ;           ;        ;     0.000 ;   400.000 ;   710.668 ;     -     ;     -     ;
   9; MEDIA ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   162.637 ;       400 ;           ;        ;     0.000 ;   728.674 ;   377.528 ;   133.600 ;   120.006 ;
   9; MEDIA ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   161.993 ;       400 ;           ;        ;     0.000 ;   728.674 ;   200.000 ;   133.600 ;   222.737 ;
   9; MEDIA ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   270.444 ;       400 ;           ;        ;     0.000 ;   728.674 ;    41.300 ;   133.600 ;    87.863 ;
   9; MEDIA ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   219.991 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   120.006 ;    91.544 ;
   9; MEDIA ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   200.168 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   120.006 ;   168.292 ;
   9; MEDIA ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    77.653 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   222.737 ;   216.506 ;
   9; MEDIA ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    61.603 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   222.737 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;    8 ; G  ; 00004;  S1  ; G  ; 00009; S1 ;   1 ;   128.447 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;    91.544 ;   216.506 ;
   9; MEDIA ;  ; ; ; ; ;    9 ; G  ; 00005;  S1  ; G  ; 00010; S1 ;   1 ;   223.882 ;       400 ;           ;        ;     0.000 ;    41.300 ;     -     ;    87.863 ;   241.286 ;
   9; MEDIA ;  ; ; ; ; ;   10 ; G  ; 00006;  S1  ; G  ; 00010; S1 ;   1 ;    31.876 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   168.292 ;   241.286 ;
   9; MEDIA ; R; ; ; ; ;   11 ; G  ; 00007;  S1  ; G  ; 00008; S1 ;   1 ;    95.302 ;       400 ;           ;        ;     0.000 ;   250.000 ;     -     ;   154.698 ;   211.550 ;
   9; MEDIA ;  ; ; ; ; ;   12 ; G  ; 00008;  S1  ; G  ; 00009; S1 ;   1 ;   -55.604 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   211.550 ;   216.506 ;
   9; MEDIA ;  ; ; ; ; ;   13 ; G  ; 00008;  S1  ; G  ; 00010; S1 ;   1 ;   -60.644 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   211.550 ;   241.286 ;
   9; MEDIA ;  ; ; ; ; ;   14 ; G  ; 00009;  S1  ; G  ; 00011; S1 ;   1 ;   -27.238 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   216.506 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   15 ; G  ; 00009;  S1  ; G  ; 00012; S1 ;   1 ;   -38.773 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   216.506 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   16 ; G  ; 00010;  S1  ; G  ; 00011; S1 ;   1 ;   -17.319 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   241.286 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   17 ; G  ; 00010;  S1  ; G  ; 00012; S1 ;   1 ;   -28.854 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   241.286 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   18 ; G  ; 00011;  S1  ; G  ; 00013; S1 ;   1 ;  -186.543 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   282.954 ;
   9; MEDIA ;  ; ; ; ; ;   19 ; G  ; 00011;  S1  ; G  ; 00014; S2 ;   1 ;   141.986 ;       400 ;           ;        ;     0.000 ;     -     ;   220.000 ;     -     ;   424.951 ;
   9; MEDIA ;  ; ; ; ; ;   20 ; G  ; 00012;  S1  ; G  ; 00013; S1 ;   1 ;  -166.211 ;       400 ;           ;        ;     0.000 ;     -     ;   837.266 ;     -     ;   282.954 ;
   9; MEDIA ;  ; ; ; ; ;   21 ; G  ; 00012;  S1  ; G  ; 00023; S2 ;   1 ;    98.584 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;     -     ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   22 ; G  ; 00013;  S1  ; G  ; 00023; S2 ;   1 ;   201.558 ;       400 ;           ;        ;     0.000 ;   837.266 ;     -     ;   282.954 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   23 ; G  ; 00014;  S2  ; G  ; 00016; S2 ;   1 ;   -62.964 ;       400 ;           ;        ;     0.000 ;   220.000 ;    55.383 ;   424.951 ;   219.043 ;
   9; MEDIA ;  ; ; ; ; ;   24 ; G  ; 00015;  S2  ; G  ; 00016; S2 ;   1 ;   119.968 ;       400 ;           ;        ;     0.000 ;   129.982 ;    55.383 ;   694.096 ;   219.043 ;
   9; MEDIA ;  ; ; ; ; ;   25 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   1 ;  -311.240 ;       400 ;           ;        ;     0.000 ;   129.982 ;   400.000 ;   694.096 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   26 ; G  ; 00015;  S2  ; G  ; 00021; S2 ;   2 ;  -311.240 ;       400 ;           ;        ;     0.000 ;   129.982 ;   400.000 ;   694.096 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   27 ; G  ; 00015;  S2  ; G  ; 00024; S2 ;   1 ;   -61.603 ;       400 ;           ;        ;     0.000 ;   129.982 ;     -     ;   694.096 ;     -     ;
   9; MEDIA ;  ; ; ;V; ;   28 ; G  ; 00016;  S2  ; G  ; 00017; S2 ;   1 ;  -483.381 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   219.043 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   29 ; G  ; 00016;  S2  ; G  ; 00019; S2 ;   1 ;   376.724 ;       400 ;           ;        ;     0.000 ;    55.383 ;     -     ;   219.043 ;   396.478 ;
   9; MEDIA ;  ; ; ; ; ;   30 ; G  ; 00017;  S2  ; G  ; 00018; S2 ;   1 ;  -195.401 ;       400 ;           ;        ;     0.000 ;     -     ;   771.046 ;     -     ;   729.534 ;
   9; MEDIA ;  ; ; ; ; ;   31 ; G  ; 00017;  S2  ; G  ; 00022; S2 ;   1 ;  -287.981 ;       400 ;           ;        ;     0.000 ;     -     ;   664.348 ;     -     ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   32 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   1 ;   -76.944 ;       400 ;           ;        ;     0.000 ;   771.046 ;   400.000 ;   729.534 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   33 ; G  ; 00018;  S2  ; G  ; 00021; S2 ;   2 ;   -76.944 ;       400 ;           ;        ;     0.000 ;   771.046 ;   400.000 ;   729.534 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   34 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   1 ;    -9.877 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   396.478 ;   280.388 ;
   9; MEDIA ;  ; ; ; ; ;   35 ; G  ; 00019;  S2  ; G  ; 00020; S2 ;   2 ;    -9.877 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   396.478 ;   280.388 ;
   9; MEDIA ;  ; ; ; ; ;   36 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   1 ;  -150.071 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   280.388 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   37 ; G  ; 00020;  S2  ; G  ; 00023; S2 ;   2 ;  -150.071 ;       400 ;           ;        ;     0.000 ;     -     ;     -     ;   280.388 ;     -     ;
   9; MEDIA ;  ; ; ; ; ;   38 ; G  ; 00021;  S2  ; G  ; 00022; S2 ;   1 ;  -376.368 ;       400 ;           ;        ;     0.000 ;   400.000 ;   664.348 ;     -     ;     -     ;
  10; MEDIA ;  ; ; ; ; ;    1 ; G  ; 00001;  S1  ; G  ; 00002; S1 ;   1 ;   164.115 ;       400 ;           ;        ;     0.000 ;   728.698 ;   377.528 ;   139.638 ;   125.430 ;
  10; MEDIA ;  ; ; ; ; ;    2 ; G  ; 00001;  S1  ; G  ; 00003; S1 ;   1 ;   156.695 ;       400 ;           ;        ;     0.000 ;   728.698 ;   200.000 ;   139.638 ;   232.804 ;
  10; MEDIA ;  ; ; ; ; ;    3 ; G  ; 00001;  S1  ; G  ; 00005; S1 ;   1 ;   268.250 ;       400 ;           ;        ;     0.000 ;   728.698 ;    41.300 ;   139.638 ;    91.834 ;
  10; MEDIA ;  ; ; ; ; ;    4 ; G  ; 00002;  S1  ; G  ; 00004; S1 ;   1 ;   217.194 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   125.430 ;    95.682 ;
  10; MEDIA ;  ; ; ; ; ;    5 ; G  ; 00002;  S1  ; G  ; 00006; S1 ;   1 ;   199.018 ;       400 ;           ;        ;     0.000 ;   377.528 ;     -     ;   125.430 ;   175.898 ;
  10; MEDIA ;  ; ; ; ; ;    6 ; G  ; 00003;  S1  ; G  ; 00009; S1 ;   1 ;    78.207 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   232.804 ;   226.292 ;
  10; MEDIA ;  ; ; ; ; ;    7 ; G  ; 00003;  S1  ; G  ; 00024; S2 ;   1 ;    45.684 ;       400 ;           ;        ;     0.000 ;   200.000 ;     -     ;   232.804 ;     -     ;
