***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Memoria de calculo do CMO das submercados
  
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
      IPER       ;      SIST       ;     BARRA       ;      CMO        ;     PARCELA     ;    CMO BARRA    ;  CARGA BARRA(%) ;CARGA SISTEMA(%) ;
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
        22       ;       S1        ;          1      ;       583.18801 ;       583.18801 ;       256.69074 ;         2.27195 ;         2.27195 ;
        22       ;       S1        ;          2      ;  60294072.85004 ;  60293489.66203 ;  29544335.82357 ;         2.04078 ;         4.31273 ;
        22       ;       S1        ;          3      ;  85140352.86682 ;  24846280.01677 ;   6559582.07141 ;         3.78778 ;         8.10051 ;
        22       ;       S1        ;          4      ; 119152307.79485 ;  34011954.92804 ;  21847743.23282 ;         1.55677 ;         9.65728 ;
        22       ;       S1        ;          5      ; 130148762.94427 ;  10996455.14941 ;   7359603.86505 ;         1.49416 ;        11.15145 ;
        22       ;       S1        ;          6      ; 183159390.33468 ;  53010627.39042 ;  18522827.21542 ;         2.86191 ;        14.01336 ;
        22       ;       S1        ;          7      ; 223407378.96871 ;  40247988.63403 ;  15299113.03817 ;         2.63074 ;        16.64410 ;
        22       ;       S1        ;          8      ; 278446733.67739 ;  55039354.70868 ;  15299113.03817 ;         3.59755 ;        20.24165 ;
        22       ;       S1        ;          9      ; 335693043.70195 ;  57246310.02456 ;  15548322.14630 ;         3.68183 ;        23.92348 ;
        22       ;       S1        ;         10      ; 397446291.10459 ;  61753247.40264 ;  15049903.93003 ;         4.10323 ;        28.02671 ;
        22       ;       S1        ;         11      ; 397446291.10459 ;         0.00000 ;  13306855.35347 ;         0.00000 ;        28.02671 ;
        22       ;       S1        ;         12      ; 397446291.10459 ;         0.00000 ;  19157232.01164 ;         0.00000 ;        28.02671 ;
        22       ;       S1        ;         13      ; 491249432.81044 ;  93803141.70585 ;  18895040.09841 ;         4.96443 ;        32.99114 ;
        22       ;       S2        ;         14      ;  47824598.82138 ;  47824598.82138 ;   6414449.87786 ;         7.45576 ;         7.45576 ;
        22       ;       S2        ;         15      ;  54150296.68287 ;   6325697.86148 ;    519439.92582 ;        12.17792 ;        19.63368 ;
        22       ;       S2        ;         16      ;  54151163.85677 ;       867.17390 ;       225.64320 ;         3.84312 ;        23.47680 ;
        22       ;       S2        ;         17      ;  54151163.85677 ;         0.00000 ;   -183018.28618 ;         0.00000 ;        23.47680 ;
        22       ;       S2        ;         18      ;  54154113.31827 ;      2949.46150 ;       230.43244 ;        12.79968 ;        36.27648 ;
        22       ;       S2        ;         19      ; 297483991.09479 ; 243329877.77652 ;  34980247.53954 ;         6.95621 ;        43.23269 ;
        22       ;       S2        ;         20      ; 449172732.28769 ; 151688741.19291 ;  30834755.15609 ;         4.91941 ;        48.15210 ;
        22       ;       S2        ;         21      ; 449172732.28769 ;         0.00000 ;    165027.02314 ;         0.00000 ;        48.15210 ;
        22       ;       S2        ;         22      ; 449172732.28769 ;         0.00000 ;       227.64881 ;         0.00000 ;        48.15210 ;
        22       ;       S2        ;         23      ; 449172732.28769 ;         0.00000 ;  28573577.49239 ;         0.00000 ;        48.15210 ;
        22       ;       S2        ;         24      ; 449172732.28769 ;         0.00000 ;   2827859.49406 ;         0.00000 ;        48.15210 ;
        22       ;       S1        ;          0      ;  14890342.47525 ;  14890342.47525 ; 491249432.81044 ;        32.99114 ;        32.99114 ;
        22       ;       S2        ;          0      ;   9328207.27654 ;   9328207.27654 ; 449172732.28769 ;        48.15210 ;        48.15210 ;
