& ARQUIVO COM RESTRICOES OPERACIONAIS PARA AS UNIDADES TERMICAS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
& (NA CONFIGURACAO DO DESSEM)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&
&
& CONDICOES INICIAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
&
INIT                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us     nome       ug   st   GerInic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&XX XXXXXXXXXXXX   XX   X    XXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
 98 PERNAMBU_3    3 24  0 0 F                               342.50
 98 PERNAMBU_3    4 24  0 0 F                               342.50
144 PETROLINA     1 24  0 0 F                               657.33
144 PETROLINA     2 24  0 0 F                               657.33
144 PETROLINA     3 24  0 0 F                               657.33
144 PETROLINA     4 24  0 0 F                               657.33
144 PETROLINA     5 24  0 0 F                               657.33
144 PETROLINA     6 24  0 0 F                               657.33
144 PETROLINA     7 24  0 0 F                               657.33
144 PETROLINA     8 24  0 0 F                               657.33
151 POTIGUAR      1 24  0 0 F                               757.36
151 POTIGUAR      2 24  0 0 F                               757.36
151 POTIGUAR      3 24  0 0 F                               757.36
151 POTIGUAR      4 24  0 0 F                               757.36
161 POTIGUAR_3    1 24  0 0 F                               757.36
161 POTIGUAR_3    2 24  0 0 F                               757.36
161 POTIGUAR_3    3 24  0 0 F                               757.36
161 POTIGUAR_3    4 24  0 0 F                               757.36
161 POTIGUAR_3    5 24  0 0 F                               757.36
161 POTIGUAR_3    6 24  0 0 F                               757.36
170 SUAPE II      1 24  0 0 F                               402.99
170 SUAPE II      2 24  0 0 F                               402.99
170 SUAPE II      3 24  0 0 F                               402.99
170 SUAPE II      4 24  0 0 F                               402.99
170 SUAPE II      5 24  0 0 F                               402.99
170 SUAPE II      6 24  0 0 F                               402.99
170 SUAPE II      7 24  0 0 F                               402.99
170 SUAPE II      8 24  0 0 F                               402.99
170 SUAPE II      9 24  0 0 F                               402.99
170 SUAPE II     10 24  0 0 F                               402.99
170 SUAPE II     11 24  0 0 F                               402.99
170 SUAPE II     12 24  0 0 F                               402.99
170 SUAPE II     13 24  0 0 F                               402.99
170 SUAPE II     14 24  0 0 F                               402.99
170 SUAPE II     15 24  0 0 F                               402.99
170 SUAPE II     16 24  0 0 F                               402.99
170 SUAPE II     17 24  0 0 F                               402.99
221 SYKUE I       1 24  0 0 F                               510.12
 43 C.FURTADO     1 24  0 0 F                               279.04
152 TERMOCABO     1 24  0 0 F                               404.76
152 TERMOCABO     2 24  0 0 F                               404.76
152 TERMOCABO     3 24  0 0 F                               404.76
 58 TERMOCEARA    1 24  0 0 F                               318.17
 58 TERMOCEARA    2 24  0 0 F                               318.17
 58 TERMOCEARA    3 24  0 0 F                               318.17
 58 TERMOCEARA    4 24  0 0 F                               318.17
159 TERMOMANAU    1 24  0 0 F                               863.45
 67 TERMONE       1 24  0 0 F                               410.74
 69 TERMOPB       1 24  0 0 F                               410.74
 69 TERMOPB       2 24  0 0 F                               410.74
 69 TERMOPB       3 24  0 0 F                               410.74
 96 TERMOPE       1 24  0 0 F                               107.04
 96 TERMOPE       2 24  0 0 F                               107.04
 96 TERMOPE       3 24  0 0 F                               107.04
 83 JS_PEREIRA    1 24  0 0 F                               314.63
 83 JS_PEREIRA    2 24  0 0 F                               314.63
201 APARECIDA     1 24  0 0 F                               302.19
201 APARECIDA     2 24  0 0 F                               302.19
201 APARECIDA     3 24  0 0 F                               302.19
201 APARECIDA     4 24  0 0 F                               302.19
203 C. ROCHA      1 24  0 0 F                                 0.00
203 C. ROCHA      2 24  0 0 F                                 0.00
203 C. ROCHA      3 24  0 0 F                                 0.00
203 C. ROCHA      4 24  0 0 F                                 0.00
203 C. ROCHA      5 24  0 0 F                                 0.00
318 FLORES LT1    1 24  0 0 F                               794.72
318 FLORES LT1    2 24  0 0 F                               794.72
319 FLORES LT2    1 24  0 0 F                               808.99
319 FLORES LT2    2 24  0 0 F                               808.99
 73 GERAMAR1      1 24  0 0 F                               409.50
 73 GERAMAR1      2 24  0 0 F                               409.50
 73 GERAMAR1      3 24  0 0 F                               409.50
 73 GERAMAR1      4 24  0 0 F                               409.50
 70 GERAMAR2      1 24  0 0 F                               409.50
 70 GERAMAR2      2 24  0 0 F                               409.50
 70 GERAMAR2      3 24  0 0 F                               409.50
 70 GERAMAR2      4 24  0 0 F                               409.50
317 IRANDUBA      1 24  0 0 F                               784.21
204 JARAQUI       1 24  0 0 F                                 0.00
204 JARAQUI       2 24  0 0 F                                 0.00
205 MANAUARA      1 24  0 0 F                                 0.00
205 MANAUARA      2 24  0 0 F                                 0.00
205 MANAUARA      3 24  0 0 F                                 0.00
205 MANAUARA      4 24  0 0 F                                 0.00
212 MARANHAO3     1 24  0 0 F                                74.91
212 MARANHAO3     2 24  0 0 F                                74.91
212 MARANHAO3     3 24  0 0 F                                74.91
 36 MARANHAOIV    1 24  0 0 F                               124.20
 36 MARANHAOIV    2 24  0 0 F                               124.20
 21 MARANHAO V    1 24  0 0 F                               124.20
 21 MARANHAO V    2 24  0 0 F                               124.20
206 MAUA B3       1 24  0 0 F                               411.92
206 MAUA B3       2 24  0 0 F                               411.92
141 MAUA B4       1 24  0 0 F                               575.00
141 MAUA B4       2 24  0 0 F                               575.00
141 MAUA B4       3 24  0 0 F                               575.00
141 MAUA B4       4 24  0 0 F                               575.00
141 MAUA B4       5 24  0 0 F                               575.00
141 MAUA B4       6 24  0 0 F                               575.00
141 MAUA B4       7 24  0 0 F                               575.00
141 MAUA B4       8 24  0 0 F                               575.00
141 MAUA B4       9 24  0 0 F                               575.00
141 MAUA B4      10 24  0 0 F                               575.00
 46 N.VENECIA2    1 24  0 0 F                               203.00
 46 N.VENECIA2    2 24  0 0 F                               203.00
116 PARNAIB_IV    1 24  0 0 F                                88.97
116 PARNAIB_IV    2 24  0 0 F                                88.97
116 PARNAIB_IV    3 24  0 0 F                                88.97
207 PONTA NEGR    1 24  0 0 F                                 0.00
207 PONTA NEGR    2 24  0 0 F                                 0.00
207 PONTA NEGR    3 24  0 0 F                                 0.00
207 PONTA NEGR    4 24  0 0 F                                 0.00
176 P. ITAQUI     1 24  0 0 F                               146.98
 94 SANTANA II    1 24  0 0 F                               898.56
