***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Memoria de calculo do CMO das barras - calculo final.
  
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
       IPER      ;       NUM       ;      SIST       ;       CMO       ;  PI SUBMERCADO  ; SOM. PI LINHA   ; SOM. PI SOM.FLUX;     PI ILHA     ;
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
         9       ;          1      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          2      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          3      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          4      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          5      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          6      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          7      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          8      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;          9      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         10      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         11      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         12      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         13      ;       S1        ;       219.97220 ;       219.97220 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         14      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         15      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         16      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         17      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         18      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         19      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         20      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         21      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         22      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         23      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
         9       ;         24      ;       S2        ;       219.97240 ;       219.97240 ;         0.00000 ;         0.00000 ;         0.00000 ;
