***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________



Dados Relativos as Usinas Hidraulicas:

----;--------;----;--------------;----;-----;-------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----;-----------;-----------;
    ;        ;    ;              ;    ;     ;       ;   Vagua   ;       Vol.Final ;     ;         Qincr        ;;         Qmont        ;;         Qmontv       ;;         Qdesv        ;;         QEvap        ;;      VazUsoAltern      ;;         Qtur         ;;        QturMin       ;;        QturMax       ;;        Engolimento   ;;         Vert         ;;  Geracao  ;    Gmax    ; Capacidade ;     ;  Perdhid  ;  Hqueda   ;
IPER;   Pat  ;USIH;     Nome     ;SIST;CONJ ; Unid  ;   $/MWh   ;    Hm3    ;   %       ;   m3/s    ;    Hm3    ;   m3/s    ;    Hm3    ;    m3/s   ;     Hm3   ;     m3/s  ;      Hm3  ;    m3/s   ;     Hm3   ;  m3/s      ;    Hm3     ;     m3/s  ;      Hm3  ;    m3/s   ;     Hm3   ;   m3/s    ;    Hm3    ;   m3/s    ;    Hm3    ;    m3/s   ;     Hm3/s ;     MW    ;     MW     ;     MW     ; L/D ;     MW    ;     m     ;
----;--------;----;--------------;----;-----;-------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;-----------;------------;------------;-----;-----------;-----------;
  8 ; LEVE   ;  8 ; ESTREITO     ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;     94.81 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ;  8 ; ESTREITO     ; S1 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;      0.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ;  8 ; ESTREITO     ; S1 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2028.00 ;      7.30 ;           ;           ;           ;           ;      0.00 ;     -      ;     184.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ;  8 ; ESTREITO     ; S1 ;  99 ;   99  ;    221.74 ;     -     ;     -     ;     31.00 ;      0.11 ;   1100.00 ;      3.96 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1131.00 ;      4.07 ;      0.00 ;      0.00 ;   2057.79 ;      7.41 ;   2057.79 ;      7.41 ;      0.00 ;      0.00 ;    646.81 ;    1104.00 ;    1104.00 ;  -  ;      0.00 ;     63.53 ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     42.00 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1480.00 ;      5.33 ;           ;           ;           ;           ;     10.03 ;     -      ;      42.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 10 ; IGARAPAVA    ; S1 ;  99 ;   99  ;    212.34 ;     -     ;     -     ;     49.00 ;      0.18 ;   1131.00 ;      4.07 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1180.00 ;      4.25 ;      0.00 ;      0.00 ;   1498.77 ;      5.40 ;   1498.77 ;      5.40 ;      0.00 ;      0.00 ;    178.03 ;     210.00 ;     210.00 ;  -  ;      0.00 ;     16.72 ;
  8 ; LEVE   ; 14 ; CACONDE      ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;     94.00 ;      0.34 ;           ;           ;           ;           ;      0.00 ;     -      ;      41.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 14 ; CACONDE      ; S1 ;   2 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;     94.00 ;      0.34 ;           ;           ;           ;           ;      0.00 ;     -      ;      39.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 14 ; CACONDE      ; S1 ;  99 ;   99  ;    224.11 ;    254.45 ;     50.49 ;     85.00 ;      0.31 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     91.32 ;      0.33 ;     91.32 ;      0.33 ;      0.00 ;      0.00 ;      0.00 ;      80.40 ;      80.40 ;  -  ;      0.00 ;     96.10 ;
  8 ; LEVE   ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;     27.20 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;     14.10 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;      0.00 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 15 ; E. DA CUNHA  ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    148.00 ;      0.53 ;           ;           ;           ;           ;      0.00 ;     -      ;      27.20 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 15 ; E. DA CUNHA  ; S1 ;  99 ;   99  ;    207.99 ;     -     ;     -     ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;    147.55 ;      0.53 ;    147.55 ;      0.53 ;      0.00 ;      0.00 ;     41.30 ;     108.80 ;     108.80 ;  -  ;      0.00 ;     87.79 ;
  8 ; LEVE   ; 16 ; A.S.OLIVEIRA ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    178.00 ;      0.64 ;           ;           ;           ;           ;     12.43 ;     -      ;      16.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 16 ; A.S.OLIVEIRA ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    178.00 ;      0.64 ;           ;           ;           ;           ;      0.00 ;     -      ;      16.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 16 ; A.S.OLIVEIRA ; S1 ;  99 ;   99  ;    216.28 ;     -     ;     -     ;      2.00 ;      0.01 ;     55.00 ;      0.20 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     57.00 ;      0.21 ;      0.00 ;      0.00 ;    185.04 ;      0.67 ;    185.04 ;      0.67 ;      0.00 ;      0.00 ;     12.43 ;      32.00 ;      32.00 ;  -  ;      0.00 ;     26.44 ;
  8 ; LEVE   ; 24 ; EMBORCACAO   ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;     55.38 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 24 ; EMBORCACAO   ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      0.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 24 ; EMBORCACAO   ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      0.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 24 ; EMBORCACAO   ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1048.00 ;      3.77 ;           ;           ;           ;           ;      0.00 ;     -      ;     298.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 24 ; EMBORCACAO   ; S2 ;  99 ;   99  ;    223.70 ;   7002.24 ;     53.63 ;    671.00 ;      2.42 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     51.00 ;      0.18 ;      0.00 ;      0.00 ;   1023.40 ;      3.68 ;   1023.40 ;      3.68 ;      0.00 ;      0.00 ;     55.38 ;    1192.00 ;    1192.00 ;  -  ;      0.00 ;    124.25 ;
  8 ; LEVE   ; 25 ; NOVA PONTE   ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;     41.02 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 25 ; NOVA PONTE   ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;      0.00 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 25 ; NOVA PONTE   ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    576.00 ;      2.07 ;           ;           ;           ;           ;      0.00 ;     -      ;     170.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 25 ; NOVA PONTE   ; S2 ;  99 ;   99  ;    221.41 ;   7628.25 ;     73.49 ;    493.00 ;      1.77 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     40.00 ;      0.14 ;      0.00 ;      0.00 ;    620.01 ;      2.23 ;    620.01 ;      2.23 ;      0.00 ;      0.00 ;     41.02 ;     510.00 ;     510.00 ;  -  ;      0.00 ;    111.24 ;
  8 ; LEVE   ; 26 ; MIRANDA      ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;     26.44 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 26 ; MIRANDA      ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;      0.00 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 26 ; MIRANDA      ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    675.00 ;      2.43 ;           ;           ;           ;           ;      0.00 ;     -      ;     136.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 26 ; MIRANDA      ; S2 ;  99 ;   99  ;    221.87 ;    144.55 ;     99.01 ;     78.00 ;      0.28 ;     40.00 ;      0.14 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     42.00 ;      0.15 ;      0.00 ;      0.00 ;    686.35 ;      2.47 ;    686.35 ;      2.47 ;      0.00 ;      0.00 ;     26.44 ;     408.00 ;     408.00 ;  -  ;      0.00 ;     68.96 ;
  8 ; LEVE   ; 30 ; CORUMBA I    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;     62.30 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 30 ; CORUMBA I    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 30 ; CORUMBA I    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;    570.00 ;      2.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     125.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 30 ; CORUMBA I    ; S2 ;  99 ;   99  ;    226.62 ;    664.78 ;     64.54 ;    661.00 ;      2.38 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;     74.00 ;      0.27 ;      0.00 ;      0.00 ;    556.37 ;      2.00 ;    556.37 ;      2.00 ;      0.00 ;      0.00 ;     62.30 ;     375.00 ;     375.00 ;  -  ;      0.00 ;     75.05 ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    347.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    347.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;    193.71 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2940.00 ;     10.58 ;           ;           ;           ;           ;      0.00 ;     -      ;     347.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 31 ; ITUMBIARA    ; S2 ;  99 ;   99  ;    222.29 ;   6732.85 ;     54.06 ;    444.00 ;      1.60 ;    167.00 ;      0.60 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1317.21 ;      4.74 ;      0.00 ;      0.00 ;   2866.61 ;     10.32 ;   2866.61 ;     10.32 ;      0.00 ;      0.00 ;    887.71 ;    2082.00 ;    2082.00 ;  -  ;      0.00 ;     75.51 ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     17.00 ;     -      ;      17.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     17.00 ;     -      ;      17.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   2 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   2 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   2 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     54.00 ;     -      ;      54.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   3 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     84.00 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   3 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     84.00 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   3 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;     39.45 ;     -      ;      84.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   4 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     105.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;   4 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2513.00 ;      9.05 ;           ;           ;           ;           ;      0.00 ;     -      ;     105.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 32 ; CACH.DOURADA ; S2 ;  99 ;   99  ;    222.24 ;     -     ;     -     ;    112.00 ;      0.40 ;   1317.21 ;      4.74 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;   1429.21 ;      5.15 ;      0.00 ;      0.00 ;   2563.22 ;      9.23 ;   2563.22 ;      9.23 ;      0.00 ;      0.00 ;    403.45 ;     658.00 ;     658.00 ;  -  ;      0.00 ;     32.34 ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;    285.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;     22.22 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   2670.00 ;      9.61 ;           ;           ;           ;           ;      0.00 ;     -      ;     285.00 ;  L  ;      0.00 ;           ;
  8 ; LEVE   ; 33 ; SAO SIMAO    ; S2 ;  99 ;   99  ;    227.95 ;   4744.86 ;     85.65 ;   1150.00 ;      4.14 ;   1429.21 ;      5.15 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    450.00 ;      1.62 ;      0.00 ;      0.00 ;   2756.11 ;      9.92 ;   2756.11 ;      9.92 ;      0.00 ;      0.00 ;    307.22 ;    1710.00 ;    1710.00 ;  -  ;      0.00 ;     75.56 ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;     71.67 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    3  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    4  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    5  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   1 ;    6  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   2 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;   2 ;    2  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1692.00 ;      6.09 ;           ;           ;           ;           ;      0.00 ;     -      ;     164.00 ;  L  ;      0.00 ;           ;
  9 ; MEDIA  ;  6 ; FURNAS       ; S1 ;  99 ;   99  ;    248.30 ;   1777.57 ;     10.32 ;   1295.00 ;      4.66 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;      0.00 ;     -     ;     -     ;      0.00  ;      0.00  ;    102.00 ;      0.37 ;      0.00 ;      0.00 ;   1599.50 ;      5.76 ;   1599.50 ;      5.76 ;      0.00 ;      0.00 ;     71.67 ;    1312.00 ;    1312.00 ;  -  ;      0.00 ;     80.37 ;
  9 ; MEDIA  ;  7 ; M. DE MORAES ; S1 ;   1 ;    1  ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;           ;            ;            ;           ;           ;           ;           ;   1328.00 ;      4.78 ;           ;           ;           ;           ;     38.00 ;     -      ;      38.00 ;  L  ;      0.00 ;           ;
