-----;-----;-----;--------------;------------------;------------------;---------;---------;-------;-----------;------------;------------;---------;---------;------------;------------;---------;---------;---------;---------;---------;---------;------------------;------------------;
IPER ;IPAT ;USIH ;   NomeUsih   ; Situacao Inicio  ;   Situacao Fim   ; VarmMin ; VarmMax ;TpRegul;VarmSolVert; VTotalInic ;VTotalFinal ;  Qver   ;  Vver   ;QVert. max. ;VVert. max. ;  Qinc   ;  Vinc   ; Qmontv  ; Vmontv  ;  Qret   ;  Vret   ; QTurb. max. Mont ; VTurb. max. Mont ;
  -  ;  -  ;  -  ;      -       ;        -         ;        -         ;  (hm3)  ;  (hm3)  ;  (%)  ;   (hm3)   ;   (hm3)    ;   (hm3)    ; (m3/s)  ;  (hm3)  ;    m3/s    ;    hm3     ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ;       m3/s       ;       hm3        ;
-----;-----;-----;--------------;------------------;------------------;---------;---------;-------;-----------;------------;------------;---------;---------;------------;------------;---------;---------;---------;---------;---------;---------;------------------;------------------;
   5 ;   1 ; 007 ; M. DE MORAES ;                  ;                  ;  1540.00;  4040.00;   M   ;   1895.00 ;    1777.77 ;    1774.72 ;     0.00;     0.00;       0.00 ;       0.00 ;   149.00;     0.54;     0.00;     0.00;     0.00;     0.00;    1692.00       ;       6.09       ;
   5 ;   1 ; 008 ; ESTREITO     ;                  ;                  ;  1423.00;  1423.00;   D   ;   1423.00 ;    1423.00 ;    1423.00 ;     0.00;     0.00;  999999.88 ;  999999.88 ;    31.00;     0.11;     0.00;     0.00;     0.00;     0.00;    1328.00       ;       4.78       ;
   5 ;   1 ; 010 ; IGARAPAVA    ;                  ;                  ;   480.00;   480.00;   D   ;    480.00 ;     480.00 ;     480.00 ;     0.00;     0.00;  999999.88 ;  999999.88 ;    49.00;     0.18;     0.00;     0.00;     0.00;     0.00;    2028.00       ;       7.30       ;
   5 ;   1 ; 014 ; CACONDE      ;                  ;                  ;    51.00;   555.00;   M   ;    363.98 ;     304.22 ;     304.53 ;     0.00;     0.00;       0.00 ;       0.00 ;    85.00;     0.31;     0.00;     0.00;     0.00;     0.00;       0.00       ;       0.00       ;
   5 ;   1 ; 015 ; E. DA CUNHA  ;                  ;                  ;    14.00;    14.00;   D   ;     14.00 ;      14.00 ;      14.00 ;     0.00;     0.00;  999999.88 ;  999999.88 ;    55.00;     0.20;     0.00;     0.00;     0.00;     0.00;      94.00       ;       0.34       ;
   5 ;   1 ; 016 ; A.S.OLIVEIRA ;                  ;                  ;    25.00;    25.00;   D   ;     25.00 ;      25.00 ;      25.00 ;     0.00;     0.00;  999999.88 ;  999999.88 ;     2.00;     0.01;     0.00;     0.00;     0.00;     0.00;     148.00       ;       0.53       ;
   5 ;   1 ; 024 ; EMBORCACAO   ;                  ;                  ;  4669.00; 17725.00;   M   ;  10626.45 ;   11662.74 ;   11664.97 ;     0.00;     0.00;  291212.07 ;    1048.36 ;   671.00;     2.42;     0.00;     0.00;     0.00;     0.00;       0.00       ;       0.00       ;
   5 ;   1 ; 025 ; NOVA PONTE   ;                  ;                  ;  2412.00; 12792.00;   M   ;   5500.05 ;   10035.82 ;   10037.45 ;     0.00;     0.00; 1262401.89 ;    4544.65 ;   493.00;     1.77;     0.00;     0.00;     0.00;     0.00;       0.00       ;       0.00       ;
   5 ;   1 ; 026 ; MIRANDA      ;                  ;                  ;   974.00;  1120.00;   M   ;    975.00 ;    1119.73 ;    1120.00 ;     0.00;     0.00;   41167.78 ;     148.20 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;     576.00       ;       2.07       ;
   5 ;   1 ; 030 ; CORUMBA I    ;                  ;                  ;   470.00;  1500.00;   M   ;    739.04 ;    1126.32 ;    1128.44 ;     0.00;     0.00;  110884.66 ;     399.18 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;       0.00       ;       0.00       ;
   5 ;   1 ; 031 ; ITUMBIARA    ;                  ;                  ;  4573.00; 17027.00;   M   ;   6915.60 ;   11307.68 ;   11307.29 ;     0.00;     0.00; 1224535.90 ;    4408.33 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;    2293.00       ;       8.25       ;
   5 ;   1 ; 032 ; CACH.DOURADA ;                  ;                  ;   460.00;   460.00;   D   ;    460.00 ;     460.00 ;     460.00 ;     0.00;     0.00;  999999.88 ;  999999.88 ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;    2940.00       ;      10.58       ;
   5 ;   1 ; 033 ; SAO SIMAO    ;                  ;                  ;  7000.00; 12540.00;   M   ;   7000.00 ;   11718.94 ;   11724.46 ;     0.00;     0.00; 1319080.52 ;    4748.69 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;    2513.00       ;       9.05       ;
