-----;-----;-----;--------------;--------;----------;----------;----------;----------;----------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;------------;---------;---------;---------;---------;---------;---------;---------;------------;------------;------------;------------;----------;----------;----------;---------;
IPER ;IPAT ;USIH ;   NomeUsih   ;NomeSist;VutilInic ;VutilInic ;Vutil Fim ;Vutil Fim ;Vutil Max ;  Qinc   ;  Vinc   ;  Qret   ;  Vret   ;  Qevap  ;  Vevap  ;  Qmon   ;  Vmon   ; Qmontv  ; Vmontv  ;  Qtur   ; QturMax ;  Engolim   ;  Vtur   ;  Qver   ;  Vver   ;  Qdes   ;  Vdes   ;  Qbom   ;  Vbom   ;   QEnch    ;   VEnch    ;   TDesc    ;   VDesc    ;   Ghid   ;  Ghmax   ;  Pinst   ;ValorAgua;
  -  ;  -  ;  -  ;      -       ;   -    ;  (hm3)   ;   (%)    ;  (hm3)   ;   (%)    ;  (hm3)   ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ; (m3/s)  ; (Hm3 )  ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ; (m3/s)  ; (m3/s)  ;   (m3/s)   ;  (hm3)  ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ; (m3/s)  ;  (hm3)  ;   (m3/s)   ;   (hm3)    ;    m3/s    ;   (hm3)    ;   (MW)   ;   (MW)   ;   (MW)   ; ($/MWh) ;
-----;-----;-----;--------------;--------;----------;----------;----------;----------;----------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;------------;---------;---------;---------;---------;---------;---------;---------;------------;------------;------------;------------;----------;----------;----------;---------;
   3 ;   1 ; 026 ; MIRANDA      ; S2     ;   145.18 ;    99.44 ;   145.45 ;    99.63 ;   146.00 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;    40.00;     0.14;     0.00;     0.00;    42.00;   675.00;     687.98 ;     0.15;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    26.44 ;   408.00 ;   408.00 ;   221.13;
   3 ;   1 ; 030 ; CORUMBA I    ; S2     ;   652.10 ;    63.31 ;   654.21 ;    63.52 ;  1030.00 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    74.00;   570.00;     556.22 ;     0.27;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    61.23 ;   375.00 ;   375.00 ;   226.25;
   3 ;   1 ; 031 ; ITUMBIARA    ; S2     ;  6737.55 ;    54.10 ;  6736.11 ;    54.09 ; 12454.00 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;   167.00;     0.60;     0.00;     0.00;  1011.94;  2940.00;    2868.82 ;     3.64;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   681.98 ;  2082.00 ;  2082.00 ;   221.29;
   3 ;   1 ; 032 ; CACH.DOURADA ; S2     ;     -    ;     -    ;     -    ;     -    ;     -    ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;  1011.94;     3.64;     0.00;     0.00;  1123.94;  2513.00;    2565.98 ;     4.05;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   321.77 ;   658.00 ;   658.00 ;   221.43;
   3 ;   1 ; 033 ; SAO SIMAO    ; S2     ;  4705.83 ;    84.94 ;  4712.39 ;    85.06 ;  5540.00 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;  1123.94;     4.05;     0.00;     0.00;   450.00;  2670.00;    2755.24 ;     1.62;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   307.22 ;  1710.00 ;  1710.00 ;   228.12;
   4 ;   1 ; 006 ; FURNAS       ; S1     ;  1751.80 ;    10.17 ;  1756.10 ;    10.20 ; 17217.00 ;  1295.00;     4.66;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   102.00;  1692.00;    1599.17 ;     0.37;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    71.55 ;  1312.00 ;  1312.00 ;   248.24;
   4 ;   1 ; 007 ; M. DE MORAES ; S1     ;   240.83 ;     9.63 ;   237.77 ;     9.51 ;  2500.00 ;   149.00;     0.54;     0.00;     0.00;     0.00;     0.00;   102.00;     0.37;     0.00;     0.00;  1100.00;  1328.00;    1141.88 ;     3.96;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   293.53 ;   478.00 ;   478.00 ;   243.72;
   4 ;   1 ; 008 ; ESTREITO     ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    31.00;     0.11;     0.00;     0.00;     0.00;     0.00;  1100.00;     3.96;     0.00;     0.00;  1131.00;  2028.00;    2057.79 ;     4.07;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   646.81 ;  1104.00 ;  1104.00 ;   221.74;
   4 ;   1 ; 010 ; IGARAPAVA    ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    49.00;     0.18;     0.00;     0.00;     0.00;     0.00;  1131.00;     4.07;     0.00;     0.00;  1180.00;  1480.00;    1498.77 ;     4.25;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   178.03 ;   210.00 ;   210.00 ;   212.34;
   4 ;   1 ; 014 ; CACONDE      ; S1     ;   252.92 ;    50.18 ;   253.22 ;    50.24 ;   504.00 ;    85.00;     0.31;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    94.00;      91.30 ;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;     0.00 ;    80.40 ;    80.40 ;   224.17;
   4 ;   1 ; 015 ; E. DA CUNHA  ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    55.00;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    55.00;   148.00;     147.55 ;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.30 ;   108.80 ;   108.80 ;   207.99;
   4 ;   1 ; 016 ; A.S.OLIVEIRA ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;     2.00;     0.01;     0.00;     0.00;     0.00;     0.00;    55.00;     0.20;     0.00;     0.00;    57.00;   178.00;     185.04 ;     0.21;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    12.43 ;    32.00 ;    32.00 ;   216.28;
   4 ;   1 ; 024 ; EMBORCACAO   ; S2     ;  6991.51 ;    53.55 ;  6993.74 ;    53.57 ; 13056.00 ;   671.00;     2.42;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    51.00;  1048.00;    1023.29 ;     0.18;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    55.38 ;  1192.00 ;  1192.00 ;   223.10;
   4 ;   1 ; 025 ; NOVA PONTE   ; S2     ;  7622.19 ;    73.43 ;  7623.82 ;    73.45 ; 10380.00 ;   493.00;     1.77;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    40.00;   576.00;     619.97 ;     0.14;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.02 ;   510.00 ;   510.00 ;   220.90;
   4 ;   1 ; 026 ; MIRANDA      ; S2     ;   145.45 ;    99.63 ;   145.73 ;    99.81 ;   146.00 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;    40.00;     0.14;     0.00;     0.00;    42.00;   675.00;     688.00 ;     0.15;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    26.44 ;   408.00 ;   408.00 ;   221.11;
   4 ;   1 ; 030 ; CORUMBA I    ; S2     ;   654.21 ;    63.52 ;   656.32 ;    63.72 ;  1030.00 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    74.00;   570.00;     556.25 ;     0.27;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    61.44 ;   375.00 ;   375.00 ;   226.16;
   4 ;   1 ; 031 ; ITUMBIARA    ; S2     ;  6736.11 ;    54.09 ;  6734.68 ;    54.08 ; 12454.00 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;   167.00;     0.60;     0.00;     0.00;  1007.95;  2940.00;    2868.87 ;     3.63;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   679.29 ;  2082.00 ;  2082.00 ;   221.26;
   4 ;   1 ; 032 ; CACH.DOURADA ; S2     ;     -    ;     -    ;     -    ;     -    ;     -    ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;  1007.95;     3.63;     0.00;     0.00;  1119.95;  2513.00;    2566.07 ;     4.03;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   320.70 ;   658.00 ;   658.00 ;   221.39;
   4 ;   1 ; 033 ; SAO SIMAO    ; S2     ;  4712.39 ;    85.06 ;  4718.94 ;    85.18 ;  5540.00 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;  1119.95;     4.03;     0.00;     0.00;   450.00;  2670.00;    2755.41 ;     1.62;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   307.22 ;  1710.00 ;  1710.00 ;   228.08;
   5 ;   1 ; 006 ; FURNAS       ; S1     ;  1756.10 ;    10.20 ;  1760.39 ;    10.22 ; 17217.00 ;  1295.00;     4.66;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   102.00;  1692.00;    1599.24 ;     0.37;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    71.58 ;  1312.00 ;  1312.00 ;   248.25;
   5 ;   1 ; 007 ; M. DE MORAES ; S1     ;   237.77 ;     9.51 ;   234.72 ;     9.39 ;  2500.00 ;   149.00;     0.54;     0.00;     0.00;     0.00;     0.00;   102.00;     0.37;     0.00;     0.00;  1100.00;  1328.00;    1141.53 ;     3.96;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   293.53 ;   478.00 ;   478.00 ;   243.76;
   5 ;   1 ; 008 ; ESTREITO     ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    31.00;     0.11;     0.00;     0.00;     0.00;     0.00;  1100.00;     3.96;     0.00;     0.00;  1131.00;  2028.00;    2057.79 ;     4.07;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   646.81 ;  1104.00 ;  1104.00 ;   215.42;
   5 ;   1 ; 010 ; IGARAPAVA    ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    49.00;     0.18;     0.00;     0.00;     0.00;     0.00;  1131.00;     4.07;     0.00;     0.00;  1180.00;  1480.00;    1498.77 ;     4.25;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   178.03 ;   210.00 ;   210.00 ;   206.29;
   5 ;   1 ; 014 ; CACONDE      ; S1     ;   253.22 ;    50.24 ;   253.53 ;    50.30 ;   504.00 ;    85.00;     0.31;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    94.00;      91.30 ;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;     0.00 ;    80.40 ;    80.40 ;   224.16;
   5 ;   1 ; 015 ; E. DA CUNHA  ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    55.00;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    55.00;   148.00;     147.55 ;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.30 ;   108.80 ;   108.80 ;   202.07;
   5 ;   1 ; 016 ; A.S.OLIVEIRA ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;     2.00;     0.01;     0.00;     0.00;     0.00;     0.00;    55.00;     0.20;     0.00;     0.00;    57.00;   178.00;     185.04 ;     0.21;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    12.43 ;    32.00 ;    32.00 ;   210.12;
   5 ;   1 ; 024 ; EMBORCACAO   ; S2     ;  6993.74 ;    53.57 ;  6995.97 ;    53.58 ; 13056.00 ;   671.00;     2.42;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    51.00;  1048.00;    1023.32 ;     0.18;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    55.38 ;  1192.00 ;  1192.00 ;   222.46;
   5 ;   1 ; 025 ; NOVA PONTE   ; S2     ;  7623.82 ;    73.45 ;  7625.45 ;    73.46 ; 10380.00 ;   493.00;     1.77;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    40.00;   576.00;     619.98 ;     0.14;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.02 ;   510.00 ;   510.00 ;   220.38;
   5 ;   1 ; 026 ; MIRANDA      ; S2     ;   145.73 ;    99.81 ;   146.00 ;   100.00 ;   146.00 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;    40.00;     0.14;     0.00;     0.00;    42.00;   675.00;     688.03 ;     0.15;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    26.44 ;   408.00 ;   408.00 ;   220.35;
   5 ;   1 ; 030 ; CORUMBA I    ; S2     ;   656.32 ;    63.72 ;   658.44 ;    63.93 ;  1030.00 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    74.00;   570.00;     556.28 ;     0.27;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    61.66 ;   375.00 ;   375.00 ;   225.33;
   5 ;   1 ; 031 ; ITUMBIARA    ; S2     ;  6734.68 ;    54.08 ;  6734.29 ;    54.07 ; 12454.00 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;   167.00;     0.60;     0.00;     0.00;   719.84;  2940.00;    2868.93 ;     2.59;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   485.12 ;  2082.00 ;  2082.00 ;   220.22;
   5 ;   1 ; 032 ; CACH.DOURADA ; S2     ;     -    ;     -    ;     -    ;     -    ;     -    ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;   719.84;     2.59;     0.00;     0.00;   831.84;  2513.00;    2573.63 ;     2.99;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   245.55 ;   658.00 ;   658.00 ;   224.78;
   5 ;   1 ; 033 ; SAO SIMAO    ; S2     ;  4718.94 ;    85.18 ;  4724.46 ;    85.28 ;  5540.00 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;   831.84;     2.99;     0.00;     0.00;   450.00;  2670.00;    2755.56 ;     1.62;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   307.22 ;  1710.00 ;  1710.00 ;   228.05;
   6 ;   1 ; 006 ; FURNAS       ; S1     ;  1760.39 ;    10.22 ;  1764.69 ;    10.25 ; 17217.00 ;  1295.00;     4.66;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   102.00;  1692.00;    1599.30 ;     0.37;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    71.60 ;  1312.00 ;  1312.00 ;   248.26;
   6 ;   1 ; 007 ; M. DE MORAES ; S1     ;   234.72 ;     9.39 ;   231.66 ;     9.27 ;  2500.00 ;   149.00;     0.54;     0.00;     0.00;     0.00;     0.00;   102.00;     0.37;     0.00;     0.00;  1100.00;  1328.00;    1141.19 ;     3.96;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   293.53 ;   478.00 ;   478.00 ;   243.80;
   6 ;   1 ; 008 ; ESTREITO     ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    31.00;     0.11;     0.00;     0.00;     0.00;     0.00;  1100.00;     3.96;     0.00;     0.00;  1131.00;  2028.00;    2057.79 ;     4.07;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   646.81 ;  1104.00 ;  1104.00 ;   228.31;
   6 ;   1 ; 010 ; IGARAPAVA    ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    49.00;     0.18;     0.00;     0.00;     0.00;     0.00;  1131.00;     4.07;     0.00;     0.00;  1180.00;  1480.00;    1498.77 ;     4.25;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   178.03 ;   210.00 ;   210.00 ;   218.63;
   6 ;   1 ; 014 ; CACONDE      ; S1     ;   253.53 ;    50.30 ;   253.84 ;    50.36 ;   504.00 ;    85.00;     0.31;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    94.00;      91.31 ;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;     0.00 ;    80.40 ;    80.40 ;   224.14;
   6 ;   1 ; 015 ; E. DA CUNHA  ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    55.00;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    55.00;   148.00;     147.55 ;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.30 ;   108.80 ;   108.80 ;   213.45;
   6 ;   1 ; 016 ; A.S.OLIVEIRA ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;     2.00;     0.01;     0.00;     0.00;     0.00;     0.00;    55.00;     0.20;     0.00;     0.00;    57.00;   178.00;     185.04 ;     0.21;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    12.43 ;    32.00 ;    32.00 ;   222.69;
   6 ;   1 ; 024 ; EMBORCACAO   ; S2     ;  6995.97 ;    53.58 ;  6997.99 ;    53.60 ; 13056.00 ;   671.00;     2.42;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   110.41;  1048.00;    1022.25 ;     0.40;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   119.90 ;  1192.00 ;  1192.00 ;   223.54;
   6 ;   1 ; 025 ; NOVA PONTE   ; S2     ;  7625.45 ;    73.46 ;  7626.04 ;    73.47 ; 10380.00 ;   493.00;     1.77;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   330.77;   576.00;     619.99 ;     1.19;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   339.21 ;   510.00 ;   510.00 ;   221.89;
   6 ;   1 ; 026 ; MIRANDA      ; S2     ;   146.00 ;   100.00 ;   145.14 ;    99.41 ;   146.00 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;   330.77;     1.19;     0.00;     0.00;   648.07;   675.00;     685.74 ;     2.33;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   408.00 ;   408.00 ;   408.00 ;   222.23;
   6 ;   1 ; 030 ; CORUMBA I    ; S2     ;   658.44 ;    63.93 ;   660.55 ;    64.13 ;  1030.00 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    74.00;   570.00;     556.31 ;     0.27;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    61.87 ;   375.00 ;   375.00 ;   226.36;
   6 ;   1 ; 031 ; ITUMBIARA    ; S2     ;  6734.29 ;    54.07 ;  6734.84 ;    54.08 ; 12454.00 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;   832.48;     3.00;     0.00;     0.00;  1122.82;  2940.00;    2858.89 ;     4.04;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   756.70 ;  2082.00 ;  2082.00 ;   221.74;
   6 ;   1 ; 032 ; CACH.DOURADA ; S2     ;     -    ;     -    ;     -    ;     -    ;     -    ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;  1122.82;     4.04;     0.00;     0.00;  1234.82;  2513.00;    2556.18 ;     4.45;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   351.44 ;   658.00 ;   658.00 ;   221.86;
   6 ;   1 ; 033 ; SAO SIMAO    ; S2     ;  4724.46 ;    85.28 ;  4730.83 ;    85.39 ;  5540.00 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;  1234.82;     4.45;     0.00;     0.00;   615.61;  2670.00;    2754.34 ;     2.22;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   420.28 ;  1710.00 ;  1710.00 ;   228.25;
   7 ;   1 ; 006 ; FURNAS       ; S1     ;  1764.69 ;    10.25 ;  1768.98 ;    10.27 ; 17217.00 ;  1295.00;     4.66;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   102.00;  1692.00;    1599.37 ;     0.37;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    71.63 ;  1312.00 ;  1312.00 ;   248.27;
   7 ;   1 ; 007 ; M. DE MORAES ; S1     ;   231.66 ;     9.27 ;   228.61 ;     9.14 ;  2500.00 ;   149.00;     0.54;     0.00;     0.00;     0.00;     0.00;   102.00;     0.37;     0.00;     0.00;  1100.00;  1328.00;    1140.85 ;     3.96;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   293.53 ;   478.00 ;   478.00 ;   243.84;
   7 ;   1 ; 008 ; ESTREITO     ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    31.00;     0.11;     0.00;     0.00;     0.00;     0.00;  1100.00;     3.96;     0.00;     0.00;  1131.00;  2028.00;    2057.79 ;     4.07;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   646.81 ;  1104.00 ;  1104.00 ;   228.31;
   7 ;   1 ; 010 ; IGARAPAVA    ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    49.00;     0.18;     0.00;     0.00;     0.00;     0.00;  1131.00;     4.07;     0.00;     0.00;  1180.00;  1480.00;    1498.77 ;     4.25;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   178.03 ;   210.00 ;   210.00 ;   218.63;
   7 ;   1 ; 014 ; CACONDE      ; S1     ;   253.84 ;    50.36 ;   254.14 ;    50.43 ;   504.00 ;    85.00;     0.31;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    94.00;      91.32 ;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;     0.00 ;    80.40 ;    80.40 ;   224.13;
   7 ;   1 ; 015 ; E. DA CUNHA  ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;    55.00;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    55.00;   148.00;     147.55 ;     0.20;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    41.30 ;   108.80 ;   108.80 ;   213.45;
   7 ;   1 ; 016 ; A.S.OLIVEIRA ; S1     ;     -    ;     -    ;     -    ;     -    ;     -    ;     2.00;     0.01;     0.00;     0.00;     0.00;     0.00;    55.00;     0.20;     0.00;     0.00;    57.00;   178.00;     185.04 ;     0.21;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    12.43 ;    32.00 ;    32.00 ;   222.69;
   7 ;   1 ; 024 ; EMBORCACAO   ; S2     ;  6997.99 ;    53.60 ;  7000.01 ;    53.62 ; 13056.00 ;   671.00;     2.42;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   110.40;  1048.00;    1022.28 ;     0.40;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   119.89 ;  1192.00 ;  1192.00 ;   223.53;
   7 ;   1 ; 025 ; NOVA PONTE   ; S2     ;  7626.04 ;    73.47 ;  7626.62 ;    73.47 ; 10380.00 ;   493.00;     1.77;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;   330.55;   576.00;     620.00 ;     1.19;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   338.99 ;   510.00 ;   510.00 ;   221.89;
   7 ;   1 ; 026 ; MIRANDA      ; S2     ;   145.14 ;    99.41 ;   144.28 ;    98.82 ;   146.00 ;    78.00;     0.28;     0.00;     0.00;     0.00;     0.00;   330.55;     1.19;     0.00;     0.00;   648.07;   675.00;     685.74 ;     2.33;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   408.00 ;   408.00 ;   408.00 ;   222.24;
   7 ;   1 ; 030 ; CORUMBA I    ; S2     ;   660.55 ;    64.13 ;   662.66 ;    64.34 ;  1030.00 ;   661.00;     2.38;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;    74.00;   570.00;     556.34 ;     0.27;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;    62.09 ;   375.00 ;   375.00 ;   226.28;
   7 ;   1 ; 031 ; ITUMBIARA    ; S2     ;  6734.84 ;    54.08 ;  6735.39 ;    54.08 ; 12454.00 ;   444.00;     1.60;     0.00;     0.00;     0.00;     0.00;   832.48;     3.00;     0.00;     0.00;  1122.82;  2940.00;    2858.91 ;     4.04;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   756.70 ;  2082.00 ;  2082.00 ;   221.72;
   7 ;   1 ; 032 ; CACH.DOURADA ; S2     ;     -    ;     -    ;     -    ;     -    ;     -    ;   112.00;     0.40;     0.00;     0.00;     0.00;     0.00;  1122.82;     4.04;     0.00;     0.00;  1234.82;  2513.00;    2556.16 ;     4.45;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   351.44 ;   658.00 ;   658.00 ;   221.84;
   7 ;   1 ; 033 ; SAO SIMAO    ; S2     ;  4730.83 ;    85.39 ;  4737.20 ;    85.51 ;  5540.00 ;  1150.00;     4.14;     0.00;     0.00;     0.00;     0.00;  1234.82;     4.45;     0.00;     0.00;   615.60;  2670.00;    2754.53 ;     2.22;     0.00;     0.00;     0.00;     0.00;     0.00;     0.00;      -     ;      -     ;      -     ;      -     ;   420.27 ;  1710.00 ;  1710.00 ;   228.21;
