***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 DESVIOS DO MODELO DA FUNCAO DE PRODUCAO PARA S > 0
 ---------------------------------------------

                GH(FPEA) - GH(FPE)
      DESVIO =  ------------------
                     GH(FPE)

 ---------------------------------------------

USINA: ; 006 ; FURNAS       ;

-----;--------------;--------;---------;----------------------------------------------------------------------------------------------------
     ;              ; VARM   ; QTUR    ; VERT 1  ; VERT 2  ; VERT 3  ; VERT 4  ; VERT 5  ; VERT 6  ; VERT 7  ; VERT 8  ; VERT 9  ; VERT10  ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
USIH ;    USINA     ;  (%)   ;  (m3/s) ;     0.0 ;   706.9 ;  1413.7 ;  2120.6 ;  2827.4 ;  5654.8 ; 11309.7 ; 22619.4 ; 45238.7 ; 90477.4 ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
  30 ; CORUMBA I    ;   45.0 ;   352.9 ;    -2.3 ;    -1.5 ;    -1.3 ;    -1.6 ;    -2.2 ;    -5.3 ;    20.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   358.3 ;    -2.2 ;    -1.4 ;    -1.2 ;    -1.5 ;    -2.1 ;    -5.1 ;    21.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   363.7 ;    -2.1 ;    -1.4 ;    -1.1 ;    -1.4 ;    -2.0 ;    -4.9 ;    22.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   369.1 ;    -2.1 ;    -1.3 ;    -1.1 ;    -1.3 ;    -1.9 ;    -4.8 ;    23.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   374.6 ;    -2.0 ;    -1.2 ;    -1.0 ;    -1.2 ;    -1.8 ;    -4.6 ;    24.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   380.0 ;    -1.9 ;    -1.1 ;    -0.9 ;    -1.1 ;    -1.7 ;    -4.4 ;    24.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   385.4 ;    -1.8 ;    -1.0 ;    -0.8 ;    -1.1 ;    -1.6 ;    -4.3 ;    25.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   390.9 ;    -1.7 ;    -1.0 ;    -0.8 ;    -1.0 ;    -1.5 ;    -4.1 ;    26.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   396.3 ;    -1.7 ;    -0.9 ;    -0.7 ;    -0.9 ;    -1.4 ;    -3.9 ;    27.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   401.7 ;    -1.6 ;    -0.8 ;    -0.6 ;    -0.8 ;    -1.4 ;    -3.8 ;    28.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   407.1 ;    -1.5 ;    -0.8 ;    -0.5 ;    -0.8 ;    -1.3 ;    -3.6 ;    29.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   412.6 ;    -1.4 ;    -0.7 ;    -0.5 ;    -0.7 ;    -1.2 ;    -3.5 ;    30.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   418.0 ;    -1.4 ;    -0.6 ;    -0.4 ;    -0.6 ;    -1.1 ;    -3.4 ;    30.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   423.4 ;    -1.3 ;    -0.5 ;    -0.3 ;    -0.6 ;    -1.1 ;    -3.2 ;    31.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   428.9 ;    -1.2 ;    -0.5 ;    -0.3 ;    -0.5 ;    -1.0 ;    -3.1 ;    32.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   434.3 ;    -1.1 ;    -0.4 ;    -0.2 ;    -0.4 ;    -0.9 ;    -2.9 ;    33.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   439.7 ;    -1.1 ;    -0.3 ;    -0.1 ;    -0.4 ;    -0.8 ;    -2.8 ;    34.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   445.1 ;    -1.0 ;    -0.3 ;    -0.1 ;    -0.3 ;    -0.8 ;    -2.7 ;    35.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   450.6 ;    -0.9 ;    -0.2 ;    -0.0 ;    -0.2 ;    -0.7 ;    -2.5 ;    36.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   456.0 ;    -0.9 ;    -0.2 ;     0.0 ;    -0.2 ;    -0.7 ;    -2.4 ;    37.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   461.4 ;    -0.8 ;    -0.1 ;     0.1 ;    -0.1 ;    -0.6 ;    -2.3 ;    37.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   466.9 ;    -0.7 ;    -0.0 ;     0.1 ;    -0.1 ;    -0.5 ;    -2.2 ;    38.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   472.3 ;    -0.6 ;     0.0 ;     0.2 ;    -0.0 ;    -0.5 ;    -2.0 ;    39.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   477.7 ;    -0.6 ;     0.1 ;     0.3 ;     0.0 ;    -0.4 ;    -1.9 ;    40.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   483.1 ;    -0.5 ;     0.1 ;     0.3 ;     0.1 ;    -0.4 ;    -1.8 ;    41.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   488.6 ;    -0.5 ;     0.2 ;     0.4 ;     0.2 ;    -0.3 ;    -1.7 ;    42.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   494.0 ;    -0.4 ;     0.3 ;     0.4 ;     0.2 ;    -0.2 ;    -1.6 ;    43.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   499.4 ;    -0.3 ;     0.3 ;     0.5 ;     0.3 ;    -0.2 ;    -1.4 ;    44.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   504.9 ;    -0.3 ;     0.4 ;     0.5 ;     0.3 ;    -0.1 ;    -1.3 ;    45.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   510.3 ;    -0.2 ;     0.4 ;     0.6 ;     0.4 ;    -0.1 ;    -1.2 ;    46.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   515.7 ;    -0.1 ;     0.5 ;     0.6 ;     0.4 ;    -0.0 ;    -1.1 ;    47.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   521.1 ;    -0.1 ;     0.5 ;     0.7 ;     0.4 ;     0.0 ;    -1.0 ;    48.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   526.6 ;    -0.0 ;     0.6 ;     0.7 ;     0.5 ;     0.1 ;    -0.9 ;    49.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   532.0 ;     0.0 ;     0.6 ;     0.7 ;     0.5 ;     0.1 ;    -0.8 ;    50.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   537.4 ;     0.1 ;     0.7 ;     0.8 ;     0.6 ;     0.2 ;    -0.7 ;    51.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   542.9 ;     0.2 ;     0.7 ;     0.8 ;     0.6 ;     0.2 ;    -0.5 ;    52.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   548.3 ;     0.2 ;     0.8 ;     0.9 ;     0.7 ;     0.3 ;    -0.4 ;    53.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   553.7 ;     0.3 ;     0.8 ;     0.9 ;     0.7 ;     0.3 ;    -0.3 ;    54.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   559.1 ;     0.3 ;     0.9 ;     1.0 ;     0.7 ;     0.4 ;    -0.2 ;    55.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   564.6 ;     0.4 ;     0.9 ;     1.0 ;     0.8 ;     0.4 ;    -0.1 ;    56.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   45.0 ;   570.0 ;     0.4 ;     1.0 ;     1.0 ;     0.8 ;     0.4 ;    -0.0 ;    57.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;     0.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;     5.4 ;   -30.0 ;   -59.4 ;   -90.5 ;  -129.9 ;  -193.6 ;  -493.2 ; -1277.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    10.9 ;   -15.5 ;   -28.7 ;   -42.9 ;   -63.6 ;   -96.7 ;  -245.5 ;  -629.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    16.3 ;   -10.7 ;   -18.4 ;   -27.0 ;   -41.5 ;   -64.4 ;  -162.9 ;  -412.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    21.7 ;    -8.3 ;   -13.2 ;   -19.2 ;   -31.0 ;   -48.3 ;  -121.6 ;  -304.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    27.1 ;    -6.8 ;   -10.0 ;   -15.1 ;   -24.9 ;   -38.5 ;   -96.8 ;  -239.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    32.6 ;    -5.7 ;    -7.9 ;   -12.4 ;   -20.9 ;   -32.1 ;   -80.3 ;  -195.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    38.0 ;    -4.9 ;    -6.3 ;   -10.4 ;   -18.0 ;   -27.4 ;   -68.5 ;  -164.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    43.4 ;    -4.3 ;    -5.2 ;    -8.9 ;   -15.9 ;   -23.9 ;   -59.6 ;  -141.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    48.9 ;    -3.8 ;    -4.5 ;    -7.8 ;   -14.2 ;   -21.2 ;   -52.7 ;  -122.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    54.3 ;    -3.3 ;    -4.1 ;    -7.2 ;   -12.8 ;   -19.0 ;   -47.2 ;  -108.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    59.7 ;    -3.0 ;    -3.8 ;    -6.7 ;   -11.7 ;   -17.2 ;   -42.7 ;   -96.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    65.1 ;    -2.6 ;    -3.4 ;    -6.3 ;   -10.7 ;   -15.7 ;   -38.9 ;   -86.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    70.6 ;    -2.4 ;    -3.2 ;    -6.0 ;    -9.9 ;   -14.4 ;   -35.8 ;   -77.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    76.0 ;    -2.4 ;    -2.9 ;    -5.6 ;    -9.2 ;   -13.4 ;   -33.0 ;   -70.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    81.4 ;    -2.4 ;    -2.9 ;    -5.4 ;    -8.6 ;   -12.4 ;   -30.7 ;   -63.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    86.9 ;    -2.4 ;    -2.9 ;    -5.1 ;    -8.0 ;   -11.6 ;   -28.6 ;   -58.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    92.3 ;    -2.3 ;    -2.9 ;    -4.9 ;    -7.6 ;   -10.8 ;   -26.7 ;   -53.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;    97.7 ;    -2.3 ;    -2.9 ;    -4.7 ;    -7.1 ;   -10.2 ;   -25.1 ;   -48.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   103.1 ;    -2.2 ;    -2.9 ;    -4.5 ;    -6.7 ;    -9.6 ;   -23.7 ;   -44.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   108.6 ;    -2.2 ;    -2.9 ;    -4.3 ;    -6.4 ;    -9.0 ;   -22.3 ;   -40.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   114.0 ;    -2.4 ;    -2.8 ;    -4.1 ;    -6.1 ;    -8.5 ;   -21.2 ;   -37.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   119.4 ;    -2.5 ;    -2.8 ;    -4.0 ;    -5.8 ;    -8.1 ;   -20.1 ;   -34.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   124.9 ;    -2.5 ;    -2.8 ;    -3.8 ;    -5.5 ;    -7.7 ;   -19.1 ;   -31.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   130.3 ;    -2.6 ;    -2.8 ;    -3.7 ;    -5.2 ;    -7.3 ;   -18.2 ;   -28.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   135.7 ;    -2.7 ;    -2.7 ;    -3.5 ;    -5.0 ;    -7.0 ;   -17.3 ;   -26.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   141.1 ;    -2.7 ;    -2.7 ;    -3.4 ;    -4.8 ;    -6.6 ;   -16.6 ;   -24.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   146.6 ;    -2.7 ;    -2.6 ;    -3.3 ;    -4.5 ;    -6.3 ;   -15.8 ;   -21.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   152.0 ;    -2.8 ;    -2.6 ;    -3.2 ;    -4.4 ;    -6.0 ;   -15.2 ;   -19.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   157.4 ;    -2.8 ;    -2.6 ;    -3.0 ;    -4.2 ;    -5.8 ;   -14.5 ;   -17.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   162.9 ;    -2.8 ;    -2.5 ;    -2.9 ;    -4.0 ;    -5.5 ;   -14.0 ;   -16.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   168.3 ;    -2.8 ;    -2.5 ;    -2.8 ;    -3.8 ;    -5.3 ;   -13.4 ;   -14.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   173.7 ;    -2.8 ;    -2.4 ;    -2.7 ;    -3.7 ;    -5.1 ;   -12.9 ;   -12.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   179.1 ;    -2.8 ;    -2.4 ;    -2.6 ;    -3.5 ;    -4.9 ;   -12.4 ;   -11.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   184.6 ;    -2.8 ;    -2.3 ;    -2.6 ;    -3.4 ;    -4.7 ;   -12.0 ;    -9.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   190.0 ;    -2.8 ;    -2.3 ;    -2.5 ;    -3.2 ;    -4.5 ;   -11.5 ;    -8.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   195.4 ;    -2.7 ;    -2.2 ;    -2.4 ;    -3.1 ;    -4.3 ;   -11.1 ;    -6.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   200.9 ;    -2.7 ;    -2.2 ;    -2.3 ;    -3.0 ;    -4.2 ;   -10.7 ;    -5.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   206.3 ;    -2.7 ;    -2.1 ;    -2.2 ;    -2.9 ;    -4.0 ;   -10.4 ;    -4.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   211.7 ;    -2.7 ;    -2.1 ;    -2.1 ;    -2.8 ;    -3.8 ;   -10.0 ;    -3.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   217.1 ;    -2.6 ;    -2.0 ;    -2.0 ;    -2.6 ;    -3.7 ;    -9.7 ;    -1.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   222.6 ;    -2.6 ;    -2.0 ;    -2.0 ;    -2.5 ;    -3.6 ;    -9.4 ;    -0.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   228.0 ;    -2.6 ;    -1.9 ;    -1.9 ;    -2.4 ;    -3.4 ;    -9.1 ;     0.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   233.4 ;    -2.5 ;    -1.9 ;    -1.8 ;    -2.3 ;    -3.3 ;    -8.8 ;     1.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   238.9 ;    -2.5 ;    -1.8 ;    -1.8 ;    -2.3 ;    -3.2 ;    -8.5 ;     2.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   244.3 ;    -2.5 ;    -1.8 ;    -1.7 ;    -2.2 ;    -3.1 ;    -8.2 ;     3.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   249.7 ;    -2.4 ;    -1.7 ;    -1.6 ;    -2.1 ;    -2.9 ;    -8.0 ;     4.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   255.1 ;    -2.4 ;    -1.7 ;    -1.6 ;    -2.0 ;    -2.8 ;    -7.7 ;     5.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   260.6 ;    -2.4 ;    -1.6 ;    -1.5 ;    -1.9 ;    -2.7 ;    -7.5 ;     6.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   266.0 ;    -2.3 ;    -1.6 ;    -1.4 ;    -1.8 ;    -2.6 ;    -7.3 ;     7.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   271.4 ;    -2.3 ;    -1.5 ;    -1.4 ;    -1.7 ;    -2.5 ;    -7.0 ;     8.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   276.9 ;    -2.2 ;    -1.5 ;    -1.3 ;    -1.7 ;    -2.4 ;    -6.8 ;     9.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   282.3 ;    -2.2 ;    -1.4 ;    -1.2 ;    -1.6 ;    -2.3 ;    -6.6 ;    10.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   287.7 ;    -2.1 ;    -1.4 ;    -1.2 ;    -1.5 ;    -2.3 ;    -6.4 ;    11.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   293.1 ;    -2.1 ;    -1.3 ;    -1.1 ;    -1.5 ;    -2.2 ;    -6.2 ;    12.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   298.6 ;    -2.0 ;    -1.3 ;    -1.1 ;    -1.4 ;    -2.1 ;    -6.0 ;    12.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   304.0 ;    -2.0 ;    -1.2 ;    -1.0 ;    -1.3 ;    -2.0 ;    -5.9 ;    13.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   309.4 ;    -2.0 ;    -1.2 ;    -1.0 ;    -1.3 ;    -1.9 ;    -5.7 ;    14.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   314.9 ;    -1.9 ;    -1.1 ;    -0.9 ;    -1.2 ;    -1.9 ;    -5.5 ;    15.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   320.3 ;    -1.9 ;    -1.1 ;    -0.9 ;    -1.1 ;    -1.8 ;    -5.4 ;    16.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   325.7 ;    -1.8 ;    -1.0 ;    -0.8 ;    -1.1 ;    -1.7 ;    -5.2 ;    17.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   331.1 ;    -1.8 ;    -1.0 ;    -0.8 ;    -1.0 ;    -1.6 ;    -5.0 ;    17.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   336.6 ;    -1.7 ;    -0.9 ;    -0.7 ;    -1.0 ;    -1.6 ;    -4.9 ;    18.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   342.0 ;    -1.7 ;    -0.9 ;    -0.7 ;    -0.9 ;    -1.5 ;    -4.7 ;    19.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   347.4 ;    -1.6 ;    -0.8 ;    -0.6 ;    -0.9 ;    -1.5 ;    -4.6 ;    20.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   352.9 ;    -1.6 ;    -0.8 ;    -0.6 ;    -0.8 ;    -1.4 ;    -4.4 ;    21.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   358.3 ;    -1.5 ;    -0.7 ;    -0.5 ;    -0.8 ;    -1.3 ;    -4.3 ;    21.9 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   363.7 ;    -1.5 ;    -0.7 ;    -0.5 ;    -0.7 ;    -1.3 ;    -4.2 ;    22.7 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   369.1 ;    -1.4 ;    -0.7 ;    -0.4 ;    -0.7 ;    -1.2 ;    -4.0 ;    23.5 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   374.6 ;    -1.4 ;    -0.6 ;    -0.4 ;    -0.6 ;    -1.2 ;    -3.9 ;    24.3 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   380.0 ;    -1.3 ;    -0.6 ;    -0.3 ;    -0.6 ;    -1.1 ;    -3.8 ;    25.1 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   385.4 ;    -1.3 ;    -0.5 ;    -0.3 ;    -0.5 ;    -1.1 ;    -3.7 ;    25.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   390.9 ;    -1.2 ;    -0.5 ;    -0.3 ;    -0.5 ;    -1.0 ;    -3.5 ;    26.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   396.3 ;    -1.2 ;    -0.4 ;    -0.2 ;    -0.4 ;    -1.0 ;    -3.4 ;    27.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   401.7 ;    -1.1 ;    -0.4 ;    -0.2 ;    -0.4 ;    -0.9 ;    -3.3 ;    28.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   407.1 ;    -1.1 ;    -0.4 ;    -0.1 ;    -0.4 ;    -0.9 ;    -3.2 ;    29.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   412.6 ;    -1.1 ;    -0.3 ;    -0.1 ;    -0.3 ;    -0.8 ;    -3.1 ;    29.8 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   418.0 ;    -1.0 ;    -0.3 ;    -0.1 ;    -0.3 ;    -0.8 ;    -2.9 ;    30.6 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   423.4 ;    -1.0 ;    -0.2 ;    -0.0 ;    -0.2 ;    -0.7 ;    -2.8 ;    31.4 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   428.9 ;    -0.9 ;    -0.2 ;     0.0 ;    -0.2 ;    -0.7 ;    -2.7 ;    32.2 ;    -2.1 ;   -24.3 ;   -68.8 ;
  30 ; CORUMBA I    ;   50.0 ;   434.3 ;    -0.9 ;    -0.1 ;     0.0 ;    -0.2 ;    -0.6 ;    -2.6 ;    33.0 ;    -2.1 ;   -24.3 ;   -68.8 ;
