***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


 DESVIOS DO MODELO DA FUNCAO DE PRODUCAO PARA S > 0
 ---------------------------------------------

                GH(FPEA) - GH(FPE)
      DESVIO =  ------------------
                     GH(FPE)

 ---------------------------------------------

USINA: ; 006 ; FURNAS       ;

-----;--------------;--------;---------;----------------------------------------------------------------------------------------------------
     ;              ; VARM   ; QTUR    ; VERT 1  ; VERT 2  ; VERT 3  ; VERT 4  ; VERT 5  ; VERT 6  ; VERT 7  ; VERT 8  ; VERT 9  ; VERT10  ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
USIH ;    USINA     ;  (%)   ;  (m3/s) ;     0.0 ;   706.9 ;  1413.7 ;  2120.6 ;  2827.4 ;  5654.8 ; 11309.7 ; 22619.4 ; 45238.7 ; 90477.4 ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
   7 ; M. DE MORAES ;  100.0 ;   556.5 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.9 ;   -23.2 ;   -16.6 ;    -5.0 ;   -56.6 ;  -187.6 ;  -426.3 ;
   7 ; M. DE MORAES ;  100.0 ;   569.1 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.2 ;   -16.6 ;    -5.0 ;   -55.4 ;  -184.0 ;  -417.5 ;
   7 ; M. DE MORAES ;  100.0 ;   581.8 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.1 ;   -16.6 ;    -5.0 ;   -54.1 ;  -180.5 ;  -408.9 ;
   7 ; M. DE MORAES ;  100.0 ;   594.4 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.1 ;   -16.5 ;    -4.9 ;   -53.0 ;  -177.2 ;  -400.8 ;
   7 ; M. DE MORAES ;  100.0 ;   607.1 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.1 ;   -16.5 ;    -4.9 ;   -51.9 ;  -174.1 ;  -393.0 ;
   7 ; M. DE MORAES ;  100.0 ;   619.7 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.0 ;   -16.5 ;    -4.9 ;   -50.8 ;  -171.1 ;  -385.5 ;
   7 ; M. DE MORAES ;  100.0 ;   632.4 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.0 ;   -16.4 ;    -4.9 ;   -49.8 ;  -168.2 ;  -378.3 ;
   7 ; M. DE MORAES ;  100.0 ;   645.0 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.6 ;   -23.0 ;   -16.4 ;    -4.8 ;   -48.8 ;  -165.4 ;  -371.4 ;
   7 ; M. DE MORAES ;  100.0 ;   657.7 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.6 ;   -22.9 ;   -16.4 ;    -4.8 ;   -47.9 ;  -162.7 ;  -364.8 ;
   7 ; M. DE MORAES ;  100.0 ;   670.3 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.6 ;   -22.9 ;   -16.3 ;    -4.8 ;   -47.0 ;  -160.1 ;  -358.4 ;
   7 ; M. DE MORAES ;  100.0 ;   683.0 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.5 ;   -22.9 ;   -16.3 ;    -4.8 ;   -46.1 ;  -157.7 ;  -352.2 ;
   7 ; M. DE MORAES ;  100.0 ;   695.6 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.5 ;   -22.8 ;   -16.3 ;    -4.7 ;   -45.2 ;  -155.3 ;  -346.3 ;
   7 ; M. DE MORAES ;  100.0 ;   708.3 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.5 ;   -22.8 ;   -16.2 ;    -4.7 ;   -44.4 ;  -153.0 ;  -340.6 ;
   7 ; M. DE MORAES ;  100.0 ;   720.9 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.4 ;   -22.8 ;   -16.2 ;    -4.7 ;   -43.7 ;  -150.7 ;  -335.1 ;
   7 ; M. DE MORAES ;  100.0 ;   733.6 ;   -26.1 ;   -26.1 ;   -26.1 ;   -24.4 ;   -22.7 ;   -16.2 ;    -4.7 ;   -42.9 ;  -148.6 ;  -329.7 ;
   7 ; M. DE MORAES ;  100.0 ;   746.2 ;   -26.1 ;   -26.1 ;   -26.0 ;   -24.4 ;   -22.7 ;   -16.1 ;    -4.6 ;   -42.2 ;  -146.5 ;  -324.6 ;
   7 ; M. DE MORAES ;  100.0 ;   758.9 ;   -26.1 ;   -26.1 ;   -26.0 ;   -24.3 ;   -22.7 ;   -16.1 ;    -4.6 ;   -41.5 ;  -144.5 ;  -319.6 ;
   7 ; M. DE MORAES ;  100.0 ;   771.5 ;   -26.1 ;   -26.1 ;   -26.0 ;   -24.3 ;   -22.6 ;   -16.1 ;    -4.6 ;   -40.8 ;  -142.6 ;  -314.8 ;
   7 ; M. DE MORAES ;  100.0 ;   784.2 ;   -26.1 ;   -26.1 ;   -25.9 ;   -24.3 ;   -22.6 ;   -16.1 ;    -4.6 ;   -40.1 ;  -140.7 ;  -310.2 ;
   7 ; M. DE MORAES ;  100.0 ;   796.8 ;   -26.1 ;   -26.1 ;   -25.9 ;   -24.2 ;   -22.6 ;   -16.0 ;    -4.6 ;   -39.5 ;  -138.9 ;  -305.6 ;
   7 ; M. DE MORAES ;  100.0 ;   809.4 ;   -26.1 ;   -26.1 ;   -25.9 ;   -24.2 ;   -22.5 ;   -16.0 ;    -4.5 ;   -38.9 ;  -137.1 ;  -301.3 ;
   7 ; M. DE MORAES ;  100.0 ;   822.1 ;   -26.1 ;   -26.1 ;   -25.8 ;   -24.2 ;   -22.5 ;   -16.0 ;    -4.5 ;   -38.3 ;  -135.4 ;  -297.0 ;
   7 ; M. DE MORAES ;  100.0 ;   834.7 ;   -26.1 ;   -26.1 ;   -25.8 ;   -24.1 ;   -22.5 ;   -15.9 ;    -4.5 ;   -37.7 ;  -133.7 ;  -292.9 ;
   7 ; M. DE MORAES ;  100.0 ;   847.4 ;   -26.1 ;   -26.1 ;   -25.8 ;   -24.1 ;   -22.4 ;   -15.9 ;    -4.5 ;   -37.1 ;  -132.1 ;  -289.0 ;
   7 ; M. DE MORAES ;  100.0 ;   860.0 ;   -26.1 ;   -26.1 ;   -25.7 ;   -24.1 ;   -22.4 ;   -15.9 ;    -4.4 ;   -36.6 ;  -130.6 ;  -285.1 ;
   7 ; M. DE MORAES ;  100.0 ;   872.7 ;   -26.1 ;   -26.1 ;   -25.7 ;   -24.0 ;   -22.4 ;   -15.8 ;    -4.4 ;   -36.1 ;  -129.1 ;  -281.3 ;
   7 ; M. DE MORAES ;  100.0 ;   885.3 ;   -26.1 ;   -26.1 ;   -25.7 ;   -24.0 ;   -22.3 ;   -15.8 ;    -4.4 ;   -35.6 ;  -127.6 ;  -277.7 ;
   7 ; M. DE MORAES ;  100.0 ;   898.0 ;   -26.1 ;   -26.1 ;   -25.6 ;   -24.0 ;   -22.3 ;   -15.8 ;    -4.4 ;   -35.1 ;  -126.2 ;  -274.1 ;
   7 ; M. DE MORAES ;  100.0 ;   910.6 ;   -26.1 ;   -26.1 ;   -25.6 ;   -23.9 ;   -22.3 ;   -15.7 ;    -4.3 ;   -34.6 ;  -124.8 ;  -270.7 ;
   7 ; M. DE MORAES ;  100.0 ;   923.3 ;   -26.1 ;   -26.1 ;   -25.6 ;   -23.9 ;   -22.2 ;   -15.7 ;    -4.3 ;   -34.1 ;  -123.4 ;  -267.4 ;
   7 ; M. DE MORAES ;  100.0 ;   935.9 ;   -26.1 ;   -26.1 ;   -25.5 ;   -23.9 ;   -22.2 ;   -15.7 ;    -4.3 ;   -33.7 ;  -122.1 ;  -264.1 ;
   7 ; M. DE MORAES ;  100.0 ;   948.6 ;   -26.1 ;   -26.1 ;   -25.5 ;   -23.8 ;   -22.2 ;   -15.6 ;    -4.3 ;   -33.2 ;  -120.8 ;  -260.9 ;
   7 ; M. DE MORAES ;  100.0 ;   961.2 ;   -26.1 ;   -26.1 ;   -25.5 ;   -23.8 ;   -22.1 ;   -15.6 ;    -4.3 ;   -32.8 ;  -119.6 ;  -257.8 ;
   7 ; M. DE MORAES ;  100.0 ;   973.9 ;   -26.1 ;   -26.1 ;   -25.4 ;   -23.8 ;   -22.1 ;   -15.6 ;    -4.2 ;   -32.4 ;  -118.4 ;  -254.8 ;
   7 ; M. DE MORAES ;  100.0 ;   986.5 ;   -26.1 ;   -26.1 ;   -25.4 ;   -23.7 ;   -22.1 ;   -15.5 ;    -4.2 ;   -32.0 ;  -117.2 ;  -251.9 ;
   7 ; M. DE MORAES ;  100.0 ;   999.2 ;   -26.1 ;   -26.1 ;   -25.4 ;   -23.7 ;   -22.0 ;   -15.5 ;    -4.2 ;   -31.6 ;  -116.0 ;  -249.0 ;
   7 ; M. DE MORAES ;  100.0 ;  1011.8 ;   -26.1 ;   -26.1 ;   -25.3 ;   -23.7 ;   -22.0 ;   -15.5 ;    -4.2 ;   -31.2 ;  -114.9 ;  -246.2 ;
   7 ; M. DE MORAES ;  100.0 ;  1024.5 ;   -26.1 ;   -26.1 ;   -25.3 ;   -23.6 ;   -22.0 ;   -15.4 ;    -4.1 ;   -30.8 ;  -113.8 ;  -243.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1037.1 ;   -26.1 ;   -26.1 ;   -25.3 ;   -23.6 ;   -22.0 ;   -15.4 ;    -4.1 ;   -30.4 ;  -112.7 ;  -240.9 ;
   7 ; M. DE MORAES ;  100.0 ;  1049.8 ;   -26.1 ;   -26.1 ;   -25.2 ;   -23.6 ;   -21.9 ;   -15.4 ;    -4.1 ;   -30.1 ;  -111.7 ;  -238.3 ;
   7 ; M. DE MORAES ;  100.0 ;  1062.4 ;   -26.1 ;   -26.1 ;   -25.2 ;   -23.5 ;   -21.9 ;   -15.4 ;    -4.1 ;   -29.7 ;  -110.7 ;  -235.8 ;
   7 ; M. DE MORAES ;  100.0 ;  1075.0 ;   -26.1 ;   -26.1 ;   -25.2 ;   -23.5 ;   -21.9 ;   -15.3 ;    -4.0 ;   -29.4 ;  -109.7 ;  -233.3 ;
   7 ; M. DE MORAES ;  100.0 ;  1087.7 ;   -26.1 ;   -26.1 ;   -25.1 ;   -23.5 ;   -21.8 ;   -15.3 ;    -4.0 ;   -29.1 ;  -108.7 ;  -230.9 ;
   7 ; M. DE MORAES ;  100.0 ;  1100.3 ;   -26.1 ;   -26.1 ;   -25.1 ;   -23.4 ;   -21.8 ;   -15.3 ;    -4.0 ;   -28.7 ;  -107.8 ;  -228.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1113.0 ;   -26.1 ;   -26.1 ;   -25.1 ;   -23.4 ;   -21.8 ;   -15.2 ;    -4.0 ;   -28.4 ;  -106.8 ;  -226.2 ;
   7 ; M. DE MORAES ;  100.0 ;  1125.6 ;   -26.1 ;   -26.1 ;   -25.0 ;   -23.4 ;   -21.7 ;   -15.2 ;    -4.0 ;   -28.1 ;  -105.9 ;  -224.0 ;
   7 ; M. DE MORAES ;  100.0 ;  1138.3 ;   -26.1 ;   -26.1 ;   -25.0 ;   -23.3 ;   -21.7 ;   -15.2 ;    -3.9 ;   -27.8 ;  -105.0 ;  -221.8 ;
   7 ; M. DE MORAES ;  100.0 ;  1150.9 ;   -26.1 ;   -26.1 ;   -25.0 ;   -23.3 ;   -21.7 ;   -15.1 ;    -3.9 ;   -27.5 ;  -104.2 ;  -219.6 ;
   7 ; M. DE MORAES ;  100.0 ;  1163.6 ;   -26.1 ;   -26.1 ;   -24.9 ;   -23.3 ;   -21.6 ;   -15.1 ;    -3.9 ;   -27.2 ;  -103.3 ;  -217.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1176.2 ;   -26.1 ;   -26.1 ;   -24.9 ;   -23.2 ;   -21.6 ;   -15.1 ;    -3.9 ;   -26.9 ;  -102.5 ;  -215.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1188.9 ;   -26.1 ;   -26.1 ;   -24.9 ;   -23.2 ;   -21.6 ;   -15.0 ;    -3.8 ;   -26.7 ;  -101.7 ;  -213.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1201.5 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.2 ;   -21.5 ;   -15.0 ;    -3.8 ;   -26.4 ;  -100.9 ;  -211.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1214.2 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.1 ;   -21.5 ;   -15.0 ;    -3.8 ;   -26.1 ;  -100.1 ;  -209.6 ;
   7 ; M. DE MORAES ;  100.0 ;  1226.8 ;   -26.1 ;   -26.1 ;   -24.8 ;   -23.1 ;   -21.5 ;   -14.9 ;    -3.8 ;   -25.9 ;   -99.3 ;  -207.7 ;
   7 ; M. DE MORAES ;  100.0 ;  1239.5 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.1 ;   -21.4 ;   -14.9 ;    -3.7 ;   -25.6 ;   -98.6 ;  -205.8 ;
   7 ; M. DE MORAES ;  100.0 ;  1252.1 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.0 ;   -21.4 ;   -14.9 ;    -3.7 ;   -25.4 ;   -97.9 ;  -204.0 ;
   7 ; M. DE MORAES ;  100.0 ;  1264.8 ;   -26.1 ;   -26.1 ;   -24.7 ;   -23.0 ;   -21.4 ;   -14.8 ;    -3.7 ;   -25.1 ;   -97.2 ;  -202.2 ;
   7 ; M. DE MORAES ;  100.0 ;  1277.4 ;   -26.1 ;   -26.1 ;   -24.6 ;   -23.0 ;   -21.3 ;   -14.8 ;    -3.7 ;   -24.9 ;   -96.4 ;  -200.5 ;
   7 ; M. DE MORAES ;  100.0 ;  1290.1 ;   -26.1 ;   -26.1 ;   -24.6 ;   -22.9 ;   -21.3 ;   -14.8 ;    -3.7 ;   -24.7 ;   -95.8 ;  -198.8 ;
   7 ; M. DE MORAES ;  100.0 ;  1302.7 ;   -26.1 ;   -26.1 ;   -24.6 ;   -22.9 ;   -21.3 ;   -14.7 ;    -3.6 ;   -24.4 ;   -95.1 ;  -197.1 ;
   7 ; M. DE MORAES ;  100.0 ;  1315.4 ;   -26.1 ;   -26.1 ;   -24.5 ;   -22.9 ;   -21.2 ;   -14.7 ;    -3.6 ;   -24.2 ;   -94.4 ;  -195.4 ;
   7 ; M. DE MORAES ;  100.0 ;  1328.0 ;   -25.9 ;   -25.9 ;   -24.5 ;   -22.8 ;   -21.2 ;   -14.7 ;    -3.6 ;   -24.0 ;   -93.7 ;  -194.2 ;
-------------------------------------------------------------------------------------

USINA: ; 008 ; ESTREITO     ;

-----;--------------;--------;---------;----------------------------------------------------------------------------------------------------
     ;              ; VARM   ; QTUR    ; VERT 1  ; VERT 2  ; VERT 3  ; VERT 4  ; VERT 5  ; VERT 6  ; VERT 7  ; VERT 8  ; VERT 9  ; VERT10  ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
USIH ;    USINA     ;  (%)   ;  (m3/s) ;     0.0 ;   996.5 ;  1993.0 ;  2989.5 ;  3986.0 ;  7972.0 ; 15944.0 ; 31888.0 ; 63776.0 ; ******* ;
-----;--------------;--------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;---------;
   8 ; ESTREITO     ;    -   ;     0.0 ;     0.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   100.0 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;    19.3 ;    -0.0 ;   -14.8 ;   -56.1 ;  -129.5 ;  -224.6 ;  -665.6 ; -1616.8 ; -5875.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;    38.6 ;     0.0 ;    -7.4 ;   -28.1 ;   -64.1 ;  -111.9 ;  -330.4 ;  -803.3 ; -2897.6 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;    57.9 ;     0.1 ;    -4.9 ;   -18.8 ;   -42.3 ;   -74.3 ;  -218.7 ;  -532.1 ; -1904.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;    77.3 ;     0.1 ;    -3.7 ;   -14.1 ;   -31.4 ;   -55.4 ;  -162.9 ;  -396.5 ; -1408.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;    96.6 ;     0.1 ;    -2.9 ;   -11.3 ;   -24.8 ;   -44.1 ;  -129.4 ;  -315.1 ; -1110.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   115.9 ;     0.2 ;    -2.4 ;    -9.4 ;   -20.5 ;   -36.6 ;  -107.0 ;  -260.9 ;  -911.5 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   135.2 ;     0.2 ;    -2.0 ;    -8.0 ;   -17.3 ;   -31.2 ;   -91.0 ;  -222.1 ;  -769.4 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   154.5 ;     0.2 ;    -1.7 ;    -7.0 ;   -15.0 ;   -27.2 ;   -79.0 ;  -193.1 ;  -662.7 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   173.8 ;     0.3 ;    -1.5 ;    -6.2 ;   -13.4 ;   -24.0 ;   -69.7 ;  -170.4 ;  -579.7 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   193.1 ;     0.3 ;    -1.3 ;    -5.5 ;   -12.0 ;   -21.5 ;   -62.3 ;  -152.3 ;  -513.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   212.5 ;     0.3 ;    -1.1 ;    -5.0 ;   -10.9 ;   -19.4 ;   -56.2 ;  -137.5 ;  -458.7 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   231.8 ;     0.4 ;    -1.0 ;    -4.5 ;   -10.0 ;   -17.7 ;   -51.1 ;  -125.2 ;  -413.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   251.1 ;     0.4 ;    -0.8 ;    -4.2 ;    -9.2 ;   -16.2 ;   -46.8 ;  -114.7 ;  -374.8 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   270.4 ;     0.3 ;    -0.7 ;    -3.8 ;    -8.5 ;   -14.9 ;   -43.1 ;  -105.8 ;  -341.8 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   289.7 ;     0.2 ;    -0.6 ;    -3.5 ;    -7.9 ;   -13.8 ;   -39.8 ;   -98.0 ;  -313.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   309.0 ;     0.2 ;    -0.5 ;    -3.3 ;    -7.4 ;   -12.9 ;   -37.0 ;   -91.2 ;  -287.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   328.3 ;     0.1 ;    -0.4 ;    -3.0 ;    -6.9 ;   -12.0 ;   -34.6 ;   -85.2 ;  -265.7 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   347.7 ;     0.1 ;    -0.4 ;    -2.8 ;    -6.5 ;   -11.3 ;   -32.4 ;   -79.9 ;  -245.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   367.0 ;     0.0 ;    -0.3 ;    -2.6 ;    -6.2 ;   -10.6 ;   -30.4 ;   -75.1 ;  -228.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   386.3 ;     0.0 ;    -0.3 ;    -2.5 ;    -5.8 ;   -10.0 ;   -28.6 ;   -70.8 ;  -212.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   405.6 ;    -0.0 ;    -0.3 ;    -2.3 ;    -5.5 ;    -9.4 ;   -27.0 ;   -66.9 ;  -197.6 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   424.9 ;    -0.0 ;    -0.3 ;    -2.1 ;    -5.2 ;    -8.9 ;   -25.5 ;   -63.4 ;  -184.4 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   444.2 ;    -0.0 ;    -0.3 ;    -2.0 ;    -5.0 ;    -8.4 ;   -24.2 ;   -60.1 ;  -172.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   463.5 ;    -0.0 ;    -0.3 ;    -1.9 ;    -4.7 ;    -8.0 ;   -23.0 ;   -57.2 ;  -161.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   482.9 ;    -0.0 ;    -0.3 ;    -1.8 ;    -4.5 ;    -7.6 ;   -21.8 ;   -54.4 ;  -150.8 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   502.2 ;    -0.0 ;    -0.3 ;    -1.6 ;    -4.3 ;    -7.2 ;   -20.8 ;   -51.9 ;  -141.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   521.5 ;    -0.0 ;    -0.3 ;    -1.5 ;    -4.1 ;    -6.9 ;   -19.8 ;   -49.6 ;  -132.5 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   540.8 ;    -0.0 ;    -0.3 ;    -1.5 ;    -3.9 ;    -6.6 ;   -18.9 ;   -47.4 ;  -124.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   560.1 ;    -0.0 ;    -0.3 ;    -1.5 ;    -3.8 ;    -6.3 ;   -18.1 ;   -45.4 ;  -116.5 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   579.4 ;    -0.0 ;    -0.3 ;    -1.4 ;    -3.6 ;    -6.0 ;   -17.3 ;   -43.5 ;  -109.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   598.7 ;    -0.0 ;    -0.3 ;    -1.4 ;    -3.4 ;    -5.7 ;   -16.6 ;   -41.7 ;  -102.6 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   618.1 ;    -0.0 ;    -0.2 ;    -1.3 ;    -3.3 ;    -5.5 ;   -15.9 ;   -40.1 ;   -96.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   637.4 ;     0.0 ;    -0.2 ;    -1.3 ;    -3.2 ;    -5.3 ;   -15.2 ;   -38.5 ;   -90.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   656.7 ;     0.0 ;    -0.2 ;    -1.2 ;    -3.0 ;    -5.0 ;   -14.6 ;   -37.0 ;   -84.5 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   676.0 ;     0.0 ;    -0.2 ;    -1.2 ;    -2.9 ;    -4.8 ;   -14.0 ;   -35.7 ;   -79.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   695.3 ;     0.0 ;    -0.2 ;    -1.2 ;    -2.8 ;    -4.6 ;   -13.5 ;   -34.4 ;   -74.0 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   714.6 ;     0.1 ;    -0.2 ;    -1.1 ;    -2.7 ;    -4.4 ;   -13.0 ;   -33.1 ;   -69.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   733.9 ;     0.1 ;    -0.2 ;    -1.1 ;    -2.6 ;    -4.2 ;   -12.5 ;   -31.9 ;   -64.6 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   753.3 ;     0.1 ;    -0.1 ;    -1.1 ;    -2.5 ;    -4.1 ;   -12.0 ;   -30.8 ;   -60.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   772.6 ;     0.1 ;    -0.1 ;    -1.0 ;    -2.4 ;    -3.9 ;   -11.6 ;   -29.8 ;   -55.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   791.9 ;     0.1 ;    -0.1 ;    -1.0 ;    -2.3 ;    -3.7 ;   -11.1 ;   -28.7 ;   -51.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   811.2 ;     0.0 ;    -0.1 ;    -0.9 ;    -2.2 ;    -3.6 ;   -10.7 ;   -27.8 ;   -48.1 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   830.5 ;     0.0 ;    -0.1 ;    -0.9 ;    -2.1 ;    -3.5 ;   -10.4 ;   -26.9 ;   -44.4 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   849.8 ;     0.0 ;    -0.0 ;    -0.9 ;    -2.0 ;    -3.3 ;   -10.0 ;   -26.0 ;   -40.9 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   869.1 ;    -0.0 ;    -0.0 ;    -0.8 ;    -1.9 ;    -3.2 ;    -9.6 ;   -25.1 ;   -37.4 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   888.5 ;    -0.0 ;     0.0 ;    -0.8 ;    -1.8 ;    -3.0 ;    -9.3 ;   -24.3 ;   -34.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   907.8 ;    -0.0 ;    -0.0 ;    -0.8 ;    -1.8 ;    -2.9 ;    -9.0 ;   -23.6 ;   -31.0 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   927.1 ;    -0.0 ;    -0.0 ;    -0.7 ;    -1.7 ;    -2.8 ;    -8.7 ;   -22.8 ;   -28.0 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   946.4 ;    -0.0 ;    -0.0 ;    -0.7 ;    -1.6 ;    -2.7 ;    -8.4 ;   -22.1 ;   -25.0 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   965.7 ;    -0.0 ;    -0.0 ;    -0.7 ;    -1.5 ;    -2.6 ;    -8.1 ;   -21.4 ;   -22.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;   985.0 ;    -0.0 ;    -0.0 ;    -0.7 ;    -1.5 ;    -2.5 ;    -7.8 ;   -20.8 ;   -19.5 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;  1004.3 ;    -0.0 ;    -0.0 ;    -0.6 ;    -1.4 ;    -2.4 ;    -7.5 ;   -20.1 ;   -16.8 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;  1023.7 ;    -0.0 ;    -0.0 ;    -0.6 ;    -1.3 ;    -2.3 ;    -7.3 ;   -19.5 ;   -14.2 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;  1043.0 ;    -0.0 ;    -0.0 ;    -0.6 ;    -1.3 ;    -2.2 ;    -7.0 ;   -18.9 ;   -11.7 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;  1062.3 ;    -0.0 ;    -0.0 ;    -0.5 ;    -1.2 ;    -2.1 ;    -6.8 ;   -18.4 ;    -9.3 ;   -93.7 ;  -194.2 ;
   8 ; ESTREITO     ;    -   ;  1081.6 ;    -0.0 ;    -0.0 ;    -0.5 ;    -1.1 ;    -2.0 ;    -6.6 ;   -17.8 ;    -6.9 ;   -93.7 ;  -194.2 ;
