***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 19.0.14.1.3 - Marco de 2021 (CPLEX) (ACADEMICA)        *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA CEMEAI                                                                                                                                                


____________________________________________________________________

  te  caso exemplo - sistema reduzido                                            - Data do Caso: 06/01/2017                                                       
____________________________________________________________________


  
Memoria de calculo do CMO das barras - participacao nas restricoes de limites de fluxo
  
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
      IPER       ;      NUM        ;      SIST       ;     BARRA DE    ;    BARRA PARA   ;     CIRCUITO    ;  SOM. PI LINHA  ;     PARCELA     ;      FATOR      ;    LBD. FLUX    ;     SENTIDO     ;
-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;-----------------;
        19       ;          1      ;       S1        ;         14      ;         16      ;          1      ;        -1.73286 ;         1.73286 ;        -0.02093 ;       -82.79188 ;       -1        ;
        19       ;          2      ;       S1        ;         14      ;         16      ;          1      ;        -1.42035 ;         1.42035 ;        -0.01716 ;       -82.79188 ;       -1        ;
        19       ;          3      ;       S1        ;         14      ;         16      ;          1      ;       -11.60330 ;        11.60330 ;        -0.14015 ;       -82.79188 ;       -1        ;
        19       ;          4      ;       S1        ;         14      ;         16      ;          1      ;        -0.51781 ;         0.51781 ;        -0.00625 ;       -82.79188 ;       -1        ;
        19       ;          5      ;       S1        ;         14      ;         16      ;          1      ;         0.31644 ;        -0.31644 ;         0.00382 ;       -82.79188 ;       -1        ;
        19       ;          6      ;       S1        ;         14      ;         16      ;          1      ;         1.52866 ;        -1.52866 ;         0.01846 ;       -82.79188 ;       -1        ;
        19       ;          7      ;       S1        ;         14      ;         16      ;          1      ;         1.33940 ;        -1.33940 ;         0.01618 ;       -82.79188 ;       -1        ;
        19       ;          8      ;       S1        ;         14      ;         16      ;          1      ;         1.33940 ;        -1.33940 ;         0.01618 ;       -82.79188 ;       -1        ;
        19       ;          9      ;       S1        ;         14      ;         16      ;          1      ;         0.22090 ;        -0.22090 ;         0.00267 ;       -82.79188 ;       -1        ;
        19       ;         10      ;       S1        ;         14      ;         16      ;          1      ;         2.45790 ;        -2.45790 ;         0.02969 ;       -82.79188 ;       -1        ;
        19       ;         11      ;       S1        ;         14      ;         16      ;          1      ;        11.23086 ;       -11.23086 ;         0.13565 ;       -82.79188 ;       -1        ;
        19       ;         12      ;       S1        ;         14      ;         16      ;          1      ;        -2.42325 ;         2.42325 ;        -0.02927 ;       -82.79188 ;       -1        ;
        19       ;         13      ;       S1        ;         14      ;         16      ;          1      ;         0.00000 ;         0.00000 ;         0.00000 ;       -82.79188 ;       -1        ;
        19       ;         14      ;       S2        ;         14      ;         16      ;          1      ;        30.94934 ;       -30.94934 ;         0.37382 ;       -82.79188 ;       -1        ;
        19       ;         15      ;       S2        ;         14      ;         16      ;          1      ;       -31.44341 ;        31.44341 ;        -0.37979 ;       -82.79188 ;       -1        ;
